"Cluster","RAJ2000","DEJ2000","GLON","GLAT","r50","Nstars","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","plx","s_plx","e_plx","d05","d16","dmode","d84","d95","dmode+01","dmode-01","X","Y","Z","Rgc"
"Kronberger_85",119.59,-34.77,250.967,-2.842,0.025,32,-1.265,0.156,0.047,2.815,0.228,0.046,0.069,0.113,0.02,7843.1,8655.5,10239.6,12595.5,14829.6,5058.1,"nan",-3335.2,-9667.9,-507.7,15158.5
"LDN_988e",316.027,50.245,90.539,2.245,0.024,33,1.181,0.288,0.052,-3.56,0.261,0.046,1.596,0.125,0.021,610.4,612.4,615.5,618.6,620.7,579.8,655.8,-5.8,615.0,24.1,8368.4
"L_1641S",85.675,-8.133,212.48,-18.954,0.143,101,0.013,0.346,0.036,-0.39,0.417,0.037,2.288,0.138,0.013,429.6,430.4,431.6,432.8,433.7,413.8,451.1,-344.3,-219.2,-140.2,8687.1
"Loden_1194",212.006,-59.786,312.436,1.665,0.336,68,-7.762,0.171,0.023,-4.667,0.202,0.031,1.329,0.053,0.006,732.8,734.4,736.6,739.0,740.4,686.1,795.2,496.8,-543.4,21.4,7862.0
"Loden_372",172.769,-58.507,292.583,2.74,0.088,76,-6.807,0.111,0.014,0.936,0.106,0.025,0.551,0.045,0.006,1705.1,1712.0,1722.8,1733.5,1741.2,1469.6,2081.3,660.8,-1588.9,82.4,7841.8
"Loden_46",155.884,-54.667,282.56,2.246,0.327,44,-11.367,0.084,0.017,4.645,0.098,0.019,0.875,0.033,0.005,1098.2,1101.4,1106.3,1111.2,1114.5,996.1,1244.0,240.4,-1079.0,43.4,8171.2
"Lynga_1",209.994,-62.152,310.842,-0.338,0.035,33,-5.303,0.079,0.014,-2.274,0.08,0.014,0.422,0.034,0.007,2178.5,2193.6,2216.2,2238.9,2255.2,1814.2,2847.1,1449.3,-1676.6,-13.1,7091.7
"Lynga_14",253.764,-45.239,340.913,-1.091,0.035,26,-0.336,0.115,0.024,-1.977,0.133,0.036,0.308,0.052,0.011,2839.4,2888.1,2963.2,3042.8,3098.1,2286.0,4210.6,2799.8,-968.8,-56.4,5624.3
"Lynga_2",216.085,-61.328,313.839,-0.44,0.198,156,-6.716,0.122,0.012,-4.696,0.145,0.014,1.034,0.049,0.004,936.6,938.3,940.4,942.7,944.1,859.5,1038.0,651.3,-678.3,-7.2,7718.5
"Lynga_3",229.194,-58.373,321.035,-0.705,0.018,38,-4.853,0.115,0.018,-3.727,0.148,0.028,0.108,0.076,0.012,6544.0,6828.3,7292.2,7845.8,8264.7,4218.3,26958.5,5669.4,-4585.3,-89.7,5306.3
"Lynga_4",233.344,-55.234,324.662,0.653,0.048,71,-3.983,0.185,0.027,-3.004,0.129,0.02,0.35,0.078,0.009,2564.6,2595.9,2641.3,2690.1,2723.2,2089.6,3588.5,2154.5,-1527.6,30.1,6371.3
"Lynga_5",235.462,-56.68,324.766,-1.213,0.078,181,-3.66,0.11,0.008,-3.561,0.125,0.01,0.305,0.061,0.005,2943.6,2964.0,2993.4,3022.8,3043.2,2303.8,4272.0,2444.5,-1726.6,-63.4,6143.2
"Lynga_6",241.218,-51.96,330.352,0.302,0.056,79,-1.866,0.144,0.021,-2.757,0.098,0.013,0.383,0.05,0.006,2377.9,2396.9,2426.1,2456.8,2477.3,1952.7,3202.2,2108.5,-1200.1,12.8,6346.0
"Lynga_9",245.17,-48.523,334.547,1.074,0.061,451,-2.559,0.177,0.009,-2.415,0.124,0.006,0.359,0.073,0.004,2547.3,2559.3,2574.8,2592.0,2604.0,2047.5,3467.9,2324.5,-1106.4,48.3,6116.4
"Mamajek_1",130.637,-78.963,292.436,-21.601,0.362,20,-29.834,1.81,0.399,26.99,1.212,0.291,10.13,0.147,0.029,104.0,104.0,104.0,104.0,104.0,104.0,104.0,36.9,-89.4,-38.3,8303.6
"Mamajek_4",276.635,-50.772,344.031,-16.989,1.404,199,4.646,0.505,0.038,-21.051,0.922,0.058,2.224,0.077,0.006,442.8,443.3,443.8,444.4,444.8,425.0,464.4,408.1,-116.8,-129.7,7932.8
"Markarian_38",273.819,-18.997,11.985,-0.928,0.044,27,0.845,0.078,0.018,-2.277,0.102,0.022,0.567,0.051,0.01,1646.3,1659.1,1678.8,1698.4,1712.8,1437.4,2017.6,1641.9,348.6,-27.2,6707.1
"Markarian_50",348.806,60.448,111.335,-0.239,0.035,45,-3.465,0.09,0.029,-2.56,0.125,0.015,0.323,0.058,0.009,2777.7,2801.2,2837.6,2876.1,2904.0,2211.5,3962.4,-1032.4,2643.1,-11.9,9737.9
"Mayer_1",5.502,61.751,119.456,-0.922,0.101,56,-3.341,0.123,0.04,-1.426,0.192,0.043,0.353,0.071,0.01,2571.1,2588.6,2615.0,2641.3,2660.6,2072.9,3541.0,-1285.8,2276.6,-42.1,9891.3
"Mayer_3",112.523,-18.553,233.771,-0.198,0.026,28,-1.892,0.091,0.02,2.336,0.118,0.028,0.209,0.091,0.014,3964.8,4056.9,4205.3,4358.8,4471.4,2959.1,7257.0,-2485.4,-3392.2,-14.6,11344.4
"Melotte_101",160.535,-65.11,289.863,-5.572,0.136,523,-6.307,0.113,0.006,3.483,0.107,0.005,0.439,0.048,0.002,2126.6,2130.1,2134.7,2140.4,2143.9,1759.3,2713.7,721.9,-1998.2,-207.3,7875.8
"Melotte_105",169.92,-63.486,292.903,-2.416,0.054,503,-6.771,0.127,0.006,2.133,0.131,0.006,0.407,0.047,0.002,2279.7,2285.0,2291.7,2298.4,2303.8,1864.5,2972.9,891.1,-2109.2,-96.6,7741.8
"Melotte_20",51.617,48.975,147.357,-6.404,2.027,764,22.864,1.127,0.048,-25.378,1.205,0.048,5.668,0.192,0.007,175.5,175.5,175.5,175.6,175.6,172.5,178.7,-146.9,94.1,-19.6,8487.4
"Melotte_22",56.601,24.114,166.462,-23.614,1.274,992,20.077,1.062,0.035,-45.503,1.183,0.038,7.346,0.177,0.006,135.5,135.6,135.6,135.6,135.7,133.8,137.5,-120.8,29.1,-54.3,8460.8
"Melotte_66",111.573,-47.685,259.569,-14.265,0.088,830,-1.474,0.142,0.006,2.745,0.142,0.006,0.183,0.077,0.003,4673.5,4695.0,4722.0,4749.0,4770.6,3208.1,8955.2,-828.5,-4500.8,-1163.6,10213.7
"Melotte_71",114.383,-12.065,228.951,4.506,0.075,584,-2.446,0.115,0.005,4.21,0.113,0.006,0.434,0.056,0.002,2148.4,2153.2,2160.4,2166.5,2172.5,1776.6,2755.9,-1414.4,-1624.3,169.7,9888.7
"Melotte_72",114.618,-10.698,227.862,5.369,0.053,194,-4.159,0.11,0.009,3.68,0.093,0.008,0.369,0.055,0.004,2489.0,2498.6,2514.7,2529.1,2542.0,2009.5,3359.3,-1679.7,-1856.6,235.3,10190.3
"Moffat_1",240.397,-54.149,328.535,-1.014,0.033,20,-2.211,0.089,0.017,-3.037,0.065,0.016,0.402,0.016,0.005,2263.2,2285.7,2320.8,2357.4,2382.7,1883.6,3022.5,1979.3,-1211.2,-41.1,6475.0
"Muzzio_1",134.478,-47.761,268.0,-1.371,0.124,40,-5.261,0.096,0.016,4.224,0.097,0.033,0.519,0.023,0.004,1800.5,1810.0,1824.8,1838.7,1849.1,1543.2,2232.1,-63.7,-1823.1,-43.7,8599.2
"NGC_1027",40.677,61.616,135.754,1.545,0.22,396,-1.753,0.134,0.009,2.09,0.167,0.011,0.882,0.055,0.003,1094.3,1095.9,1097.8,1099.7,1101.0,989.2,1233.1,-786.1,765.7,29.6,9158.2
"NGC_103",6.312,61.326,119.795,-1.386,0.053,193,-2.823,0.101,0.008,-0.988,0.094,0.008,0.288,0.05,0.004,3114.2,3131.6,3156.5,3183.9,3201.3,2399.4,4616.7,-1568.0,2738.5,-76.3,10279.5
"NGC_1039",40.531,42.722,143.682,-15.646,0.403,578,0.722,0.292,0.015,-5.681,0.325,0.015,1.949,0.105,0.005,504.3,504.8,505.5,506.2,506.7,481.2,532.4,-392.2,288.3,-136.3,8737.0
"NGC_1193",46.486,44.383,146.814,-12.162,0.027,215,-0.125,0.281,0.023,-0.329,0.244,0.019,0.159,0.123,0.009,5008.7,5123.1,5309.6,5502.2,5646.6,3467.3,11309.9,-4343.9,2841.0,-1118.6,12998.2
"NGC_1220",47.92,53.344,143.039,-3.963,0.022,57,0.187,0.188,0.031,-0.717,0.123,0.021,0.297,0.058,0.009,2987.8,3019.5,3067.1,3119.2,3155.5,2348.0,4424.3,-2444.9,1839.8,-212.0,10940.7
"NGC_1245",48.691,47.235,146.658,-8.927,0.109,589,0.504,0.113,0.005,-1.579,0.1,0.004,0.289,0.05,0.002,3122.3,3132.4,3147.7,3162.9,3173.1,2394.0,4594.1,-2597.7,1709.1,-488.4,11070.5
"NGC_129",7.607,60.213,120.323,-2.552,0.169,392,-2.605,0.099,0.005,-1.096,0.099,0.005,0.511,0.043,0.002,1845.2,1847.8,1852.3,1856.7,1860.2,1562.8,2273.3,-934.2,1597.3,-82.5,9410.8
"NGC_1333",52.297,31.31,158.343,-20.505,0.095,50,7.425,0.868,0.117,-9.865,0.515,0.083,3.344,0.268,0.038,293.9,294.9,296.5,297.8,299.2,287.8,305.5,-258.1,102.5,-103.9,8598.7
"NGC_1342",52.894,37.38,154.94,-15.347,0.289,361,0.52,0.233,0.014,-1.604,0.195,0.013,1.502,0.056,0.003,651.6,652.3,653.2,654.2,654.7,613.2,698.9,-570.7,266.8,-172.9,8914.6
"NGC_1348",53.524,51.409,146.968,-3.709,0.068,92,1.288,0.142,0.025,-0.726,0.157,0.025,0.404,0.056,0.006,2271.7,2286.9,2310.5,2334.0,2350.6,1876.8,3004.9,-1933.0,1256.8,-149.5,10349.6
"NGC_136",7.896,61.506,120.566,-1.274,0.027,80,-1.648,0.089,0.01,-0.522,0.088,0.012,0.181,0.061,0.006,4602.0,4668.1,4767.3,4871.9,4943.5,3228.9,9120.3,-2423.7,4103.8,-106.0,11519.5
"NGC_1444",57.361,52.658,148.1,-1.29,0.056,21,-0.746,0.214,0.043,-1.829,0.115,0.026,0.832,0.046,0.009,1143.6,1150.6,1161.1,1171.5,1178.8,1040.3,1313.5,-985.5,613.4,-26.1,9345.6
"NGC_146",8.262,63.316,120.869,0.518,0.075,66,-2.864,0.071,0.011,-0.451,0.075,0.013,0.307,0.031,0.004,2925.5,2945.1,2973.4,3001.8,3021.4,2292.3,4229.8,-1525.5,2552.1,26.9,10190.3
"NGC_1496",61.111,52.668,149.833,0.182,0.044,58,1.511,0.098,0.014,-0.756,0.08,0.015,0.612,0.042,0.005,1543.4,1549.8,1559.4,1569.0,1576.1,1349.0,1847.6,-1348.2,783.6,5.0,9719.8
"NGC_1502",61.954,62.332,143.671,7.657,0.081,154,-0.571,0.19,0.016,-0.848,0.189,0.018,0.916,0.054,0.005,1053.6,1055.7,1058.4,1061.3,1063.4,957.1,1183.6,-845.0,621.4,141.0,9206.0
"NGC_1513",62.47,49.504,152.589,-1.59,0.106,348,1.324,0.177,0.011,-3.679,0.161,0.011,0.651,0.057,0.003,1462.7,1466.1,1470.2,1475.4,1478.3,1282.1,1723.7,-1304.6,676.6,-40.8,9668.3
"NGC_1528",63.878,51.218,152.069,0.274,0.235,329,2.181,0.156,0.01,-2.246,0.127,0.009,0.948,0.057,0.003,1020.0,1021.6,1023.9,1026.1,1027.7,928.8,1140.6,-904.6,479.6,4.9,9257.0
"NGC_1545",65.202,50.221,153.366,0.145,0.29,139,-1.957,0.159,0.016,-0.082,0.126,0.014,1.367,0.065,0.006,713.4,714.7,716.5,718.3,719.6,668.6,771.8,-640.5,321.2,1.8,8986.2
"NGC_1579",67.514,35.325,165.293,-8.999,0.112,56,2.477,0.432,0.055,-4.945,0.448,0.056,1.81,0.194,0.027,538.0,540.3,543.7,547.3,549.7,515.7,575.0,-519.5,136.3,-85.0,8860.5
"NGC_1582",67.985,43.718,159.357,-3.019,0.264,147,2.216,0.182,0.015,-1.347,0.13,0.011,0.994,0.059,0.006,972.2,974.5,977.8,981.1,983.4,890.7,1083.8,-913.8,344.2,-51.5,9260.2
"NGC_1605",68.745,45.269,158.586,-1.567,0.047,127,0.99,0.151,0.017,-1.977,0.104,0.012,0.295,0.08,0.007,3005.1,3034.4,3083.3,3132.2,3166.4,2356.6,4458.3,-2869.4,1125.3,-84.3,11265.7
"NGC_1624",70.162,50.458,155.365,2.611,0.032,18,0.006,0.125,0.031,-0.456,0.13,0.029,0.145,0.056,0.012,5062.6,5320.6,5760.2,6285.7,6687.1,3656.6,13612.5,-5230.4,2398.6,262.4,13780.8
"NGC_1647",71.481,19.079,180.368,-16.792,0.417,619,-1.057,0.253,0.011,-1.502,0.236,0.011,1.675,0.076,0.003,585.7,586.2,586.7,587.4,587.8,554.2,623.3,-561.7,-3.6,-169.5,8901.7
"NGC_1662",72.198,10.882,187.795,-21.077,0.602,238,-1.128,0.225,0.018,-1.962,0.229,0.016,2.4,0.096,0.007,411.0,411.3,411.7,412.2,412.5,395.5,429.4,-380.6,-52.1,-148.1,8720.8
"NGC_1664",72.763,43.676,161.67,-0.452,0.113,327,1.703,0.169,0.014,-5.738,0.146,0.01,0.734,0.069,0.004,1302.9,1306.1,1310.2,1314.7,1317.4,1158.4,1507.8,-1243.7,412.0,-10.3,9592.5
"NGC_1708",75.871,52.851,155.752,6.866,0.248,141,0.276,0.148,0.013,-1.36,0.128,0.014,1.029,0.065,0.006,939.6,941.7,944.9,948.0,950.1,863.3,1043.5,-855.3,385.2,113.0,9203.4
"NGC_1724",75.838,49.495,158.429,4.823,0.055,32,1.02,0.133,0.028,0.048,0.141,0.031,0.244,0.096,0.015,3461.1,3542.1,3669.0,3806.4,3901.6,2683.9,5796.6,-3400.0,1344.1,308.5,11816.7
"NGC_1750",75.926,23.695,179.119,-10.713,0.419,439,-0.96,0.246,0.013,-2.366,0.201,0.011,1.361,0.09,0.005,717.5,718.3,719.5,720.6,721.4,671.2,775.2,-706.8,10.9,-133.7,9046.8
"NGC_1758",76.175,23.813,179.158,-10.46,0.106,146,3.156,0.146,0.013,-3.465,0.129,0.01,1.103,0.059,0.005,879.1,881.0,883.7,886.4,888.1,812.0,969.4,-868.9,12.8,-160.4,9208.9
"NGC_1778",77.033,37.02,168.914,-2.007,0.112,175,0.506,0.139,0.015,-3.145,0.115,0.01,0.581,0.066,0.006,1624.0,1630.2,1640.0,1650.4,1657.4,1408.9,1961.7,-1608.4,315.2,-57.4,9953.4
"NGC_1798",77.914,47.691,160.705,4.85,0.039,218,0.913,0.142,0.011,-0.318,0.122,0.01,0.178,0.072,0.005,4701.9,4753.8,4834.5,4915.2,4972.8,3259.2,9356.2,-4546.6,1591.8,408.7,12984.5
"NGC_1817",78.139,16.696,186.193,-13.032,0.187,460,0.485,0.118,0.007,-0.89,0.1,0.005,0.551,0.056,0.003,1713.0,1716.9,1723.0,1728.3,1732.9,1469.8,2081.5,-1668.8,-181.1,-388.5,10010.4
"NGC_1857",80.031,39.336,168.414,1.259,0.062,122,0.553,0.089,0.013,-1.31,0.084,0.013,0.32,0.039,0.004,2821.9,2840.9,2868.3,2895.7,2916.8,2228.9,4022.1,-2809.2,575.9,63.0,11164.0
"NGC_188",11.798,85.244,122.837,22.373,0.272,864,-2.307,0.139,0.006,-0.96,0.146,0.006,0.507,0.046,0.002,1859.0,1860.8,1864.3,1867.0,1869.7,1571.4,2291.5,-934.8,1448.5,709.6,9387.3
"NGC_1883",81.48,46.493,163.082,6.163,0.032,101,0.496,0.134,0.014,-1.128,0.111,0.011,0.201,0.078,0.009,4145.3,4227.2,4352.5,4487.4,4583.8,3032.3,7708.8,-4140.0,1259.2,467.3,12543.4
"NGC_189",9.885,61.09,121.494,-1.749,0.079,57,0.338,0.071,0.016,-3.306,0.109,0.023,0.772,0.025,0.004,1240.8,1244.1,1248.5,1253.0,1256.2,1110.0,1426.6,-651.9,1064.1,-38.1,9054.7
"NGC_1893",80.724,33.444,173.577,-1.634,0.085,169,-0.231,0.166,0.015,-1.41,0.169,0.014,0.267,0.06,0.005,3295.8,3326.9,3373.5,3423.2,3457.4,2522.4,5089.8,-3350.9,377.2,-96.2,11697.0
"NGC_1901",79.561,-68.294,278.854,-33.631,0.652,75,1.537,0.234,0.028,12.67,0.242,0.028,2.358,0.052,0.006,418.1,418.5,419.0,419.5,419.9,402.1,437.3,53.7,-344.7,-232.1,8293.5
"NGC_1907",82.033,35.33,172.621,0.317,0.075,293,-0.04,0.144,0.01,-3.418,0.128,0.008,0.611,0.062,0.004,1552.4,1556.9,1563.3,1569.7,1573.5,1351.9,1853.0,-1550.3,200.8,8.6,9892.3
"NGC_1912",82.167,35.824,172.27,0.681,0.163,474,1.58,0.175,0.009,-4.424,0.156,0.008,0.874,0.064,0.003,1103.2,1104.8,1107.4,1109.7,1111.6,997.0,1245.3,-1097.3,148.9,13.2,9438.4
"NGC_1960",84.084,34.135,174.542,1.075,0.086,299,-0.155,0.202,0.013,-3.388,0.16,0.012,0.835,0.064,0.004,1151.6,1153.7,1156.9,1160.1,1162.2,1036.9,1308.3,-1151.5,110.0,21.7,9492.1
"NGC_2099",88.074,32.545,177.642,3.086,0.161,1710,1.924,0.201,0.006,-5.648,0.175,0.005,0.666,0.068,0.002,1434.8,1436.5,1438.1,1440.3,1441.3,1257.3,1679.6,-1434.8,59.1,77.4,9775.0
"NGC_2112",88.452,0.403,205.886,-12.605,0.173,705,-2.713,0.2,0.009,4.27,0.172,0.009,0.877,0.066,0.003,1100.0,1101.6,1103.6,1105.8,1107.1,993.9,1240.5,-968.9,-470.2,-240.8,9320.8
"NGC_2129",90.275,23.328,186.594,0.144,0.05,80,0.266,0.113,0.017,-2.216,0.106,0.02,0.491,0.049,0.006,1895.7,1906.3,1922.5,1939.8,1951.3,1612.5,2380.2,-1909.8,-220.8,4.8,10252.2
"NGC_2141",90.734,10.451,198.043,-5.804,0.073,831,-0.028,0.167,0.006,-0.767,0.167,0.007,0.196,0.116,0.004,4349.8,4387.5,4441.3,4495.1,4532.8,3075.3,7981.6,-4201.2,-1368.5,-449.1,12615.7
"NGC_2158",91.862,24.099,186.635,1.788,0.044,1380,-0.177,0.185,0.006,-2.002,0.173,0.005,0.192,0.106,0.003,4472.2,4498.4,4535.1,4571.8,4603.2,3119.8,8301.0,-4502.5,-523.8,141.5,12853.2
"NGC_2168",92.272,24.336,186.609,2.23,0.319,1325,2.308,0.239,0.007,-2.905,0.235,0.007,1.131,0.064,0.002,861.0,861.6,862.4,863.2,863.8,793.9,943.7,-856.0,-99.2,33.6,9196.5
"NGC_2183",92.717,-6.213,213.898,-11.839,0.139,74,-3.605,0.454,0.048,0.447,0.254,0.038,1.211,0.123,0.014,800.0,802.5,806.4,810.4,813.2,746.2,877.2,-655.1,-440.2,-165.4,9005.9
"NGC_2184",91.69,-2.0,209.592,-10.848,0.3,102,-0.648,0.198,0.023,-0.288,0.281,0.024,1.709,0.071,0.007,573.3,574.1,575.3,576.5,577.4,544.0,610.5,-491.4,-279.0,-108.3,8835.8
"NGC_2186",93.031,5.453,203.55,-6.195,0.048,111,0.415,0.119,0.01,-1.993,0.11,0.013,0.413,0.048,0.005,2227.3,2241.5,2260.8,2281.4,2295.6,1844.1,2920.8,-2060.4,-898.0,-244.0,10439.1
"NGC_2192",93.819,39.846,173.422,10.649,0.045,163,0.193,0.131,0.012,-1.962,0.104,0.009,0.223,0.108,0.009,3822.0,3876.2,3963.1,4049.9,4115.0,2838.6,6562.0,-3869.2,446.2,732.3,12217.3
"NGC_2194",93.44,12.813,197.246,-2.344,0.077,826,0.535,0.15,0.006,-1.468,0.144,0.007,0.263,0.075,0.003,3392.4,3404.1,3424.6,3445.1,3459.8,2551.1,5207.4,-3267.9,-1014.5,-140.1,11652.2
"NGC_2204",93.882,-18.67,226.016,-16.114,0.098,573,-0.56,0.117,0.006,1.964,0.129,0.006,0.209,0.066,0.003,4147.4,4169.2,4204.1,4234.7,4256.5,2960.1,7251.0,-2804.9,-2906.2,-1166.8,11517.5
"NGC_2215",95.199,-7.277,215.985,-10.104,0.173,128,0.436,0.114,0.015,-3.673,0.124,0.016,1.021,0.054,0.005,946.9,949.1,952.5,955.7,957.8,869.6,1052.8,-758.8,-551.0,-167.1,9115.4
"NGC_2225",96.652,-9.643,218.785,-9.86,0.026,60,-0.28,0.077,0.016,0.501,0.09,0.011,0.29,0.044,0.006,3051.9,3084.3,3139.3,3191.7,3231.7,2389.2,4575.7,-2410.9,-1937.4,-537.6,10924.1
"NGC_2232",96.888,-4.749,214.458,-7.471,0.516,198,-4.745,0.291,0.022,-1.84,0.252,0.021,3.067,0.099,0.009,322.2,322.5,322.9,323.4,323.7,312.8,333.7,-264.0,-181.2,-42.0,8605.9
"NGC_2236",97.416,6.834,204.367,-1.694,0.07,434,-0.752,0.129,0.008,0.01,0.135,0.008,0.35,0.066,0.004,2612.7,2624.6,2639.8,2656.8,2667.0,2089.1,3587.3,-2403.6,-1088.7,-78.0,10798.6
"NGC_2243",97.395,-31.282,239.478,-18.011,0.046,515,-1.279,0.126,0.006,5.488,0.126,0.006,0.211,0.06,0.003,4117.5,4138.4,4167.8,4192.9,4213.8,2940.4,7149.6,-2013.0,-3414.3,-1288.7,10901.4
"NGC_2244",98.045,4.914,206.361,-2.026,0.232,623,-1.598,0.3,0.019,0.179,0.352,0.017,0.617,0.127,0.006,1538.9,1543.2,1548.8,1554.3,1558.0,1341.1,1832.4,-1386.8,-687.3,-54.8,9751.1
"NGC_225",10.805,61.774,121.96,-1.082,0.216,36,-5.373,0.11,0.03,-0.093,0.119,0.019,1.432,0.034,0.005,681.0,682.3,684.3,686.2,687.6,640.5,734.6,-362.2,580.5,-12.9,8721.5
"NGC_2251",98.68,8.337,203.613,0.111,0.123,126,0.697,0.156,0.023,-3.806,0.128,0.016,0.658,0.063,0.006,1442.9,1447.5,1454.9,1461.7,1466.8,1270.0,1702.7,-1333.1,-582.8,2.8,9690.6
"NGC_2254",98.949,7.671,204.327,0.041,0.039,156,-0.127,0.141,0.016,-0.944,0.141,0.015,0.364,0.08,0.007,2501.6,2520.3,2545.8,2571.2,2588.2,2029.0,3412.6,-2319.7,-1048.7,1.8,10711.2
"NGC_2259",99.633,10.885,201.78,2.115,0.028,118,-0.273,0.177,0.02,-1.032,0.153,0.018,0.326,0.087,0.01,2740.7,2771.1,2818.7,2866.4,2901.1,2198.8,3925.1,-2615.7,-1045.2,104.0,11005.5
"NGC_2262",99.905,1.147,210.563,-2.105,0.044,252,0.264,0.139,0.011,0.114,0.154,0.01,0.223,0.102,0.007,3851.2,3900.9,3969.7,4042.3,4092.0,2842.3,6577.0,-3415.9,-2017.2,-145.8,11927.7
"NGC_2264",100.217,9.877,202.941,2.166,0.072,170,-1.69,0.508,0.031,-3.727,0.251,0.017,1.354,0.094,0.007,719.4,720.8,722.9,725.0,726.4,674.2,779.2,-665.2,-281.6,27.3,9009.6
"NGC_2266",100.832,26.976,187.785,10.299,0.046,247,-0.473,0.132,0.009,-1.272,0.126,0.009,0.273,0.062,0.004,3259.0,3282.1,3313.8,3351.4,3374.5,2490.4,4957.3,-3230.4,-441.7,592.5,11578.8
"NGC_2269",100.818,4.628,207.883,0.297,0.026,51,-1.143,0.098,0.023,-0.559,0.147,0.022,0.438,0.056,0.009,2093.6,2113.2,2142.0,2171.9,2192.6,1764.3,2727.1,-1893.3,-1001.7,11.1,10282.2
"NGC_2281",102.091,41.06,174.925,16.889,0.417,414,-2.946,0.274,0.015,-8.321,0.257,0.015,1.896,0.089,0.005,518.4,518.9,519.4,520.0,520.4,493.7,547.9,-495.0,44.0,150.9,8835.2
"NGC_2286",101.916,-3.167,215.322,-2.282,0.074,169,0.188,0.126,0.012,-1.468,0.115,0.011,0.407,0.074,0.007,2261.5,2275.9,2295.6,2316.6,2329.7,1867.3,2978.7,-1871.5,-1326.2,-91.4,10297.3
"NGC_2287",101.499,-20.716,230.98,-10.432,0.332,645,-4.339,0.178,0.009,-1.381,0.199,0.009,1.36,0.057,0.002,719.0,719.4,720.1,720.7,721.1,671.7,776.0,-445.9,-550.2,-130.4,8803.1
"NGC_2301",102.943,0.465,212.557,0.287,0.162,455,-1.367,0.208,0.01,-2.179,0.187,0.009,1.135,0.068,0.004,856.9,857.9,859.5,860.9,862.0,791.5,940.3,-724.4,-462.5,4.3,9076.2
"NGC_2302",102.977,-7.086,219.298,-3.121,0.065,60,-1.453,0.127,0.018,-0.228,0.155,0.025,0.8,0.087,0.011,1192.7,1197.9,1206.2,1214.5,1220.2,1076.4,1371.6,-932.1,-762.8,-65.7,9303.4
"NGC_2304",103.802,17.984,197.213,8.9,0.038,121,-0.024,0.108,0.012,-1.514,0.109,0.011,0.219,0.067,0.006,3926.6,3971.8,4041.7,4111.6,4161.0,2878.3,6783.7,-3814.2,-1181.6,625.3,12211.5
"NGC_2309",104.02,-7.18,219.852,-2.242,0.052,225,-0.495,0.125,0.009,-0.634,0.127,0.009,0.393,0.063,0.004,2344.3,2355.5,2370.9,2387.7,2398.9,1916.8,3109.2,-1818.7,-1518.1,-92.7,10271.6
"NGC_2311",104.455,-4.616,217.767,-0.688,0.059,102,-1.343,0.154,0.021,0.93,0.104,0.018,0.462,0.064,0.007,2005.4,2018.3,2036.4,2055.6,2068.5,1691.9,2557.1,-1609.7,-1247.1,-24.4,10027.6
"NGC_2318",104.854,-13.822,226.155,-4.523,0.172,143,-1.781,0.112,0.011,-2.198,0.11,0.011,0.716,0.042,0.004,1334.4,1338.2,1342.9,1348.1,1351.5,1183.9,1551.3,-927.4,-965.5,-105.9,9317.5
"NGC_2323",105.684,-8.365,221.66,-1.315,0.263,866,-0.688,0.271,0.01,-0.611,0.2,0.007,0.997,0.057,0.002,972.4,973.4,974.4,975.7,976.4,887.9,1079.6,-727.8,-647.5,-22.4,9090.9
"NGC_2324",106.033,1.046,213.449,3.301,0.069,308,-0.309,0.106,0.006,-0.094,0.092,0.006,0.191,0.055,0.003,4456.4,4493.7,4541.7,4594.9,4632.2,3122.8,8323.3,-3783.2,-2499.2,261.5,12378.1
"NGC_2335",106.69,-10.023,223.59,-1.192,0.11,194,-0.784,0.143,0.01,-0.642,0.126,0.01,0.585,0.058,0.005,1614.3,1620.6,1629.8,1638.3,1644.6,1401.4,1946.3,-1180.2,-1123.5,-33.9,9586.3
"NGC_2343",107.029,-10.619,224.271,-1.17,0.064,64,0.193,0.132,0.021,-0.195,0.102,0.016,0.898,0.038,0.005,1068.2,1072.2,1078.3,1084.4,1088.4,973.3,1208.6,-771.9,-752.5,-22.0,9143.0
"NGC_2345",107.075,-13.199,226.585,-2.316,0.091,476,-1.332,0.103,0.006,1.34,0.113,0.005,0.348,0.051,0.003,2633.1,2642.1,2652.9,2663.7,2672.7,2096.7,3610.9,-1821.8,-1925.5,-107.2,10342.6
"NGC_2353",108.641,-10.257,224.684,0.403,0.116,219,-1.121,0.143,0.011,0.72,0.148,0.01,0.816,0.057,0.004,1177.4,1180.0,1183.6,1187.2,1189.8,1058.4,1342.4,-841.5,-832.3,8.3,9219.1
"NGC_2354",108.503,-25.724,238.383,-6.838,0.152,276,-2.885,0.106,0.008,1.832,0.111,0.009,0.753,0.035,0.002,1274.7,1276.4,1278.5,1280.7,1282.4,1133.6,1466.0,-665.5,-1081.0,-152.2,9070.1
"NGC_2355",109.247,13.772,203.37,11.813,0.078,288,-3.802,0.137,0.01,-1.086,0.133,0.01,0.497,0.056,0.004,1886.4,1893.1,1901.7,1911.3,1917.0,1597.8,2348.5,-1708.7,-738.4,389.3,10075.8
"NGC_2358",109.261,-17.143,231.061,-2.269,0.21,92,-1.351,0.085,0.011,0.542,0.091,0.012,1.061,0.053,0.006,912.3,914.3,917.0,919.9,921.9,839.9,1009.5,-575.9,-712.7,-36.3,8944.3
