"n_Cluster","Cluster","V","RAJ2000","DEJ2000","Rad","N","Nc","pmRAc","e_pmRAc","pmDEc","e_pmDEc","rhoc","Nf","pmRAf","e_pmRAf","pmDEf","e_pmDEf","rhof","FileName","n_FileName","ocl_left","RV","e_RV","o_RV","r_RV","ocl_right","_RA","_DE"
"nan","NGC 6396","nan",264.39999,-35.02666,2.5,134.0,86.0,-1.52,4.29,-0.9,4.79,0.11,48.0,0.92,36.2,4.92,34.04,-0.02,"NGC_6396.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6400","nan",265.04999,-36.94833,7.0,680.0,544.0,-1.13,2.67,-1.65,4.72,0.32,136.0,-1.93,18.68,-3.53,21.0,0.28,"NGC_6400.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6404","nan",264.90417,-33.24667,3.5,231.0,187.0,-1.01,0.76,-0.59,2.54,-0.09,44.0,0.22,18.91,-1.0,14.63,0.01,"NGC_6404.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6405","nan",265.08334,-32.25333,11.0,930.0,737.0,-1.05,3.02,-3.08,2.53,0.16,193.0,0.3,28.17,-7.2,35.08,0.07,"NGC_6405.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6416","nan",266.07916,-32.36166,8.0,290.0,227.0,-0.75,0.9,-1.56,2.81,0.24,63.0,-0.04,12.37,-1.36,11.29,-0.03,"NGC_6416.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6425","nan",266.75418,-31.53,6.0,199.0,163.0,1.82,3.86,-1.8,0.61,0.33,36.0,-2.15,15.63,-9.21,14.96,0.35,"NGC_6425.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6444","nan",267.39584,-34.82,2.5,405.0,201.0,-1.75,5.92,-2.64,6.14,-0.14,204.0,0.94,38.32,-0.65,38.49,-0.15,"NGC_6444.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6451","nan",267.67084,-30.21,4.5,659.0,448.0,1.32,3.54,-1.8,4.84,0.15,211.0,3.58,26.41,-2.06,27.61,0.07,"NGC_6451.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6469","nan",268.30002,-22.275,4.5,447.0,258.0,0.53,3.81,-2.86,4.54,0.09,189.0,-2.1,14.59,-3.63,14.92,0.23,"NGC_6469.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6475","nan",268.46249,-34.79333,41.0,73350.0,43550.0,-3.19,7.12,-4.08,6.67,0.04,29800.0,-3.25,38.72,-3.0,38.85,0.0,"NGC_6475.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6494","nan",269.26669,-18.985,15.5,1640.0,1342.0,0.72,1.37,-0.94,1.78,0.07,298.0,-1.18,17.51,-5.02,18.71,-0.03,"NGC_6494.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6507","nan",269.95834,-17.45056,7.6,853.0,681.0,-0.61,4.48,-0.56,4.64,0.15,172.0,-0.06,21.62,-2.98,23.33,-0.1,"NGC_6507.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6514","nan",270.67499,-22.97167,15.0,1971.0,1638.0,-0.77,3.05,-0.7,4.52,0.11,333.0,-3.24,30.32,-3.58,35.71,0.03,"NGC_6514.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6520","nan",270.84998,-27.88833,2.0,210.0,99.0,1.11,0.1,-3.81,7.81,-0.4,111.0,1.72,32.38,-5.38,25.71,-0.11,"NGC_6520.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6525","nan",270.52499,11.02333,7.5,257.0,221.0,-0.68,3.32,-2.74,4.5,-0.06,36.0,-5.32,22.04,-8.52,15.57,0.53,"NGC_6525.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6529","nan",271.37082,-36.29667,9.0,2443.0,1759.0,-1.22,1.56,-4.37,1.83,0.0,684.0,-1.99,30.89,-4.05,33.27,-0.06,"NGC_6529.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6530","nan",271.12918,-24.35833,8.0,685.0,595.0,0.35,0.1,-2.11,0.92,0.09,90.0,0.4,25.31,-6.83,24.53,-0.01,"NGC_6530.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6531","nan",271.05417,-22.49,8.0,665.0,497.0,0.55,2.07,0.15,3.59,0.05,168.0,-2.16,20.76,-2.61,22.78,0.08,"NGC_6531.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 654","nan",26.0,61.885,3.5,196.0,153.0,-0.96,1.49,-1.51,0.1,-0.18,43.0,-0.36,12.46,-1.78,12.71,-0.14,"NGC_654.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6546","nan",271.84167,-23.29667,8.0,1477.0,1116.0,-1.4,1.46,-0.9,1.84,0.14,361.0,-0.65,16.04,-0.83,19.49,0.09,"NGC_6546.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6554","V",272.24582,-18.435,11.0,843.0,662.0,-0.56,1.3,-1.5,2.51,0.16,181.0,0.51,12.26,-4.71,15.18,0.05,"NGC_6554.dat","nan","ocl",15.0,3.7,1.0,1.0,"ocl",272.24583,-18.435
"nan","NGC 6561","nan",272.625,-16.725,8.5,723.0,507.0,-0.04,2.45,-2.11,2.53,0.16,216.0,1.33,18.99,-3.27,16.95,0.02,"NGC_6561.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6568","nan",273.18335,-21.605,7.0,866.0,658.0,-0.47,2.37,-2.12,3.23,0.11,208.0,1.4,17.97,-3.25,20.83,0.15,"NGC_6568.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 657","nan",25.8375,55.83639,4.0,74.0,59.0,1.14,3.5,-3.95,2.19,-0.14,15.0,-0.73,17.76,-4.83,11.4,0.14,"NGC_657.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6573","nan",273.42084,-22.11833,1.9,92.0,58.0,-1.71,5.66,-2.42,1.71,-0.11,34.0,0.13,23.43,0.89,21.01,0.07,"NGC_6573.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6583","nan",273.95416,-22.13667,3.5,403.0,221.0,0.78,2.93,-1.56,3.63,0.19,182.0,2.52,20.83,-1.66,23.18,0.01,"NGC_6583.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 659","nan",26.1,60.67334,3.5,140.0,121.0,-1.43,1.41,-0.31,0.58,0.12,19.0,3.32,10.96,-4.52,4.21,0.19,"NGC_659.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6595","nan",274.26666,-19.865,3.0,39.0,28.0,2.73,0.1,-3.26,0.1,-0.14,11.0,-4.29,7.59,-15.14,6.58,-0.07,"NGC_6595.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6596","V",274.38748,-16.65,6.0,373.0,300.0,1.31,1.45,-1.32,2.42,0.32,73.0,-8.6,22.9,2.28,17.39,0.02,"NGC_6596.dat","nan","ocl",128.84,38.44,2.0,2.0,"ocl",274.3875,-16.65
"nan","NGC 6603","nan",274.60834,-18.40667,4.0,655.0,395.0,1.06,4.06,-0.74,5.12,0.0,260.0,0.59,23.21,-0.75,24.96,-0.07,"NGC_6603.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6604","nan",274.51248,-12.24167,3.5,116.0,79.0,-2.15,1.49,-3.05,0.68,0.28,37.0,-6.49,13.29,0.35,10.4,-0.17,"NGC_6604.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6611","nan",274.70001,-13.80667,4.0,183.0,171.0,-1.49,1.89,-1.12,0.38,0.08,12.0,-3.13,1.74,2.76,9.35,-0.48,"NGC_6611.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6613","nan",274.9917,-17.10167,3.5,145.0,102.0,0.45,1.73,-1.28,2.57,0.16,43.0,-3.76,26.73,-6.97,28.51,0.24,"NGC_6613.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6618","nan",275.19586,-16.17167,13.5,1207.0,1082.0,1.51,1.98,-1.74,2.47,0.2,125.0,4.45,16.51,-10.08,15.66,-0.11,"NGC_6618.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6625","nan",275.70834,-11.96167,8.7,624.0,513.0,-0.71,2.04,-1.21,2.22,0.0,111.0,-1.99,18.49,-0.65,23.63,0.18,"NGC_6625.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 663","nan",26.5375,61.235,8.0,608.0,518.0,-2.52,1.27,-0.96,0.67,-0.16,90.0,1.02,12.31,-3.48,9.57,0.09,"NGC_663.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6631","nan",276.79584,-12.03,4.0,281.0,226.0,-0.28,2.47,-3.57,0.75,0.03,55.0,0.12,11.4,9.61,20.15,0.29,"NGC_6631.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6633","nan",276.81253,6.50833,11.0,1028.0,872.0,-2.27,2.46,-4.95,4.07,0.32,156.0,-2.06,20.53,-5.58,20.08,0.11,"NGC_6633.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6639","nan",277.74582,-13.155,3.5,244.0,174.0,-0.36,0.1,-2.87,2.32,0.11,70.0,-1.65,21.14,-4.39,20.74,-0.27,"NGC_6639.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6645","nan",278.15417,-16.88556,8.4,2330.0,1388.0,-2.24,4.98,-1.85,4.88,0.0,942.0,-3.6,18.9,-1.18,19.53,0.03,"NGC_6645.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6649","nan",278.36249,-10.40333,3.5,185.0,151.0,-0.46,1.1,0.07,3.38,0.33,34.0,5.13,20.2,9.22,19.42,0.2,"NGC_6649.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6664","nan",279.15417,-7.81333,7.0,336.0,268.0,0.54,0.1,4.18,1.41,0.51,68.0,1.06,14.88,2.43,10.89,-0.21,"NGC_6664.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6683","nan",280.55417,-6.21167,2.5,184.0,120.0,-1.04,0.1,-2.09,0.1,0.16,64.0,-0.72,28.24,2.26,26.18,-0.05,"NGC_6683.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6694","nan",281.32498,-9.38333,4.5,581.0,469.0,-1.25,0.1,-1.54,0.1,0.05,112.0,-3.65,22.18,-3.71,19.93,-0.1,"NGC_6694.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6698","nan",282.01666,-25.87833,6.5,461.0,403.0,-6.79,4.72,0.42,3.87,-0.08,58.0,-10.18,21.11,-0.7,23.91,0.01,"NGC_6698.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6704","nan",282.68753,-5.205,3.5,249.0,179.0,-1.69,0.1,-2.04,0.1,-0.12,70.0,-1.71,15.38,-2.63,18.03,-0.11,"NGC_6704.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6705","nan",282.77084,-6.27,17.0,8925.0,5367.0,-1.23,3.85,1.31,4.32,0.09,3558.0,-0.66,20.97,1.66,19.94,-0.01,"NGC_6705.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6709","nan",282.82498,10.31833,8.0,1114.0,700.0,-0.17,2.62,-2.62,1.23,0.05,414.0,-3.33,20.17,-3.64,16.42,0.07,"NGC_6709.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6716","nan",283.64166,-19.90167,6.0,489.0,390.0,0.45,3.96,-1.56,4.24,0.05,99.0,1.42,23.88,-3.68,18.71,0.08,"NGC_6716.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6724","nan",284.1875,10.44639,4.0,169.0,138.0,-1.21,0.18,-3.59,1.78,0.29,31.0,-8.79,20.37,-12.97,12.05,-0.23,"NGC_6724.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6728","nan",284.68335,-8.97,8.8,1331.0,1056.0,-0.78,1.68,-5.95,2.73,0.2,275.0,-1.92,17.01,-6.8,15.23,-0.1,"NGC_6728.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6735","nan",285.15417,-0.475,7.0,611.0,505.0,1.0,1.94,-1.71,1.31,0.02,106.0,4.22,19.28,0.71,16.27,-0.06,"NGC_6735.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6737","nan",285.58334,-18.54972,5.4,329.0,264.0,-0.97,3.77,-1.75,4.53,0.31,65.0,2.57,10.85,-4.52,15.88,0.04,"NGC_6737.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6738","nan",285.33749,11.615,8.5,855.0,626.0,1.19,2.14,-3.2,3.17,0.13,229.0,1.05,18.68,-4.04,19.42,-0.15,"NGC_6738.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6743","nan",285.33334,29.27667,4.5,135.0,120.0,1.09,1.99,-4.09,4.43,0.05,15.0,-3.92,11.76,-1.36,29.79,0.52,"NGC_6743.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6755","nan",286.95416,4.26667,8.0,880.0,713.0,0.19,1.3,-3.16,2.23,0.0,167.0,3.04,20.51,-3.67,17.9,0.18,"NGC_6755.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6756","nan",287.17502,4.705,3.0,174.0,121.0,-1.03,0.1,-3.43,0.1,0.38,53.0,4.93,18.39,3.12,15.51,0.07,"NGC_6756.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6773","nan",288.76251,4.88167,5.3,291.0,206.0,-2.57,3.2,-1.55,3.29,0.13,85.0,-7.73,12.89,-4.37,10.5,-0.16,"NGC_6773.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6775","nan",289.20001,-0.92333,2.2,61.0,46.0,0.19,0.63,-3.6,2.6,0.25,15.0,-4.11,14.17,-3.05,19.78,-0.25,"NGC_6775.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6791","nan",290.22086,37.77167,6.0,405.0,321.0,-0.83,2.75,-4.91,4.14,0.03,84.0,-5.12,10.98,-1.34,13.37,0.16,"NGC_6791.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6793","nan",290.80835,22.14167,4.0,202.0,139.0,2.9,1.24,1.41,1.51,0.21,63.0,-1.37,21.36,5.06,26.99,-0.04,"NGC_6793.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6800","nan",291.77917,25.14,3.5,156.0,110.0,-0.53,1.16,-3.27,3.85,0.02,46.0,-0.18,21.47,-7.98,18.23,-0.09,"NGC_6800.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6802","nan",292.64581,20.26167,3.5,303.0,167.0,-1.82,4.49,-4.3,0.1,-0.17,136.0,-3.93,17.56,-4.31,20.55,0.12,"NGC_6802.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6811","nan",294.32083,46.38834,8.0,440.0,319.0,-4.47,1.04,-7.63,0.37,0.16,121.0,0.32,17.74,-2.57,14.64,-0.07,"NGC_6811.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6819","nan",295.31665,40.19695,7.5,1105.0,873.0,-6.07,3.87,-3.57,2.73,-0.11,232.0,-2.72,22.13,-3.43,23.07,0.02,"NGC_6819.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6823","nan",295.78751,23.3,4.0,131.0,85.0,-3.28,0.58,-4.97,0.52,0.42,46.0,0.1,21.94,-8.23,18.15,-0.45,"NGC_6823.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6828","nan",297.57086,7.90333,5.5,260.0,152.0,0.25,4.02,-4.98,3.63,0.3,108.0,-1.28,15.61,-4.58,14.84,0.19,"NGC_6828.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6830","nan",297.74582,23.1,3.5,174.0,89.0,-3.1,2.4,-6.34,1.8,0.3,85.0,-2.88,26.31,-2.63,21.51,-0.25,"NGC_6830.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6832","nan",297.0625,59.42167,13.0,505.0,353.0,-1.17,0.89,-2.94,3.31,0.51,152.0,-0.92,9.83,-0.66,12.55,0.03,"NGC_6832.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6834","nan",298.05002,29.40833,3.5,259.0,171.0,-3.43,0.84,-3.16,1.96,-0.01,88.0,1.23,30.42,-1.44,32.32,0.23,"NGC_6834.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6837","nan",298.28333,11.69833,3.3,81.0,60.0,-1.61,4.95,-0.76,2.03,0.67,21.0,0.2,20.98,6.24,17.66,0.02,"NGC_6837.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6839","nan",298.63748,17.93833,4.0,317.0,196.0,-0.85,3.52,-3.28,3.72,0.13,121.0,-4.35,21.66,-3.21,24.66,-0.01,"NGC_6839.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6840","nan",298.82498,12.12667,4.0,124.0,103.0,-0.65,3.87,1.01,4.73,0.16,21.0,-6.53,40.41,17.7,27.36,-0.25,"NGC_6840.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6843","nan",299.02499,12.16333,3.5,115.0,90.0,0.13,8.27,2.72,3.72,0.17,25.0,1.74,23.48,-3.32,36.94,-0.57,"NGC_6843.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6846","nan",299.11667,32.34833,2.0,53.0,31.0,-0.05,8.55,-1.36,4.29,-0.59,22.0,2.52,19.09,-2.19,22.59,0.1,"NGC_6846.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6847","nan",299.15417,30.21334,11.0,1713.0,1191.0,-0.81,2.93,-2.83,2.64,0.09,522.0,0.35,20.73,-2.17,23.06,0.01,"NGC_6847.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6856","nan",299.82083,56.13,2.6,34.0,19.0,-2.26,3.34,-5.53,1.12,0.08,15.0,-6.63,13.33,-5.15,15.64,-0.29,"NGC_6856.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6858","nan",300.73334,11.25833,6.0,268.0,202.0,1.82,3.16,-0.51,1.49,0.3,66.0,-1.11,16.46,-3.38,17.03,-0.18,"NGC_6858.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6866","nan",300.97916,44.15834,8.0,600.0,498.0,-1.39,3.78,-3.07,2.96,0.33,102.0,2.54,18.19,0.24,19.17,0.05,"NGC_6866.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6871","nan",301.49582,35.77666,15.5,3164.0,2585.0,-3.26,2.23,-5.15,2.76,0.17,579.0,-5.41,26.63,-1.42,28.14,0.08,"NGC_6871.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6873","nan",301.93335,21.0975,8.5,759.0,607.0,-2.73,2.23,-5.82,3.27,0.36,152.0,-0.13,20.8,-7.49,20.95,-0.14,"NGC_6873.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6883","nan",302.82916,35.83167,18.5,5296.0,4112.0,-2.1,2.47,-4.13,2.77,0.2,1184.0,-8.06,29.34,0.42,27.76,0.0,"NGC_6883.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6885","nan",303.00418,26.47833,11.0,947.0,689.0,-3.3,2.42,-5.14,2.27,0.25,258.0,-3.75,17.67,-4.8,16.51,0.24,"NGC_6885.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6904","nan",305.45001,25.74,5.0,260.0,232.0,-1.01,4.43,-5.88,3.41,0.09,28.0,-4.07,17.14,-8.32,25.68,0.17,"NGC_6904.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6910","nan",305.80002,40.77833,6.0,211.0,156.0,-2.46,1.78,-6.02,0.83,0.01,55.0,2.16,15.26,-2.36,12.51,0.22,"NGC_6910.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6913","nan",305.98749,38.50834,6.0,191.0,131.0,-3.21,1.73,-4.56,1.78,0.51,60.0,-0.98,4.67,1.62,8.91,0.12,"NGC_6913.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6938","nan",308.67502,22.215,4.6,158.0,99.0,0.63,5.1,-3.64,3.39,0.39,59.0,0.9,15.11,-1.1,16.92,0.03,"NGC_6938.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6939","nan",307.875,60.66167,6.0,369.0,285.0,-2.37,1.44,-5.29,1.38,0.07,84.0,-1.0,13.47,-0.42,13.51,-0.05,"NGC_6939.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6940","nan",308.60837,28.28333,13.5,1324.0,877.0,-3.4,2.15,-4.47,4.28,0.15,447.0,-3.99,17.93,-1.13,15.99,0.08,"NGC_6940.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6950","nan",310.26666,16.61833,8.5,380.0,299.0,-1.77,3.7,-3.62,3.41,0.38,81.0,0.79,16.29,-4.4,14.41,0.18,"NGC_6950.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6991","nan",313.72498,47.41667,13.5,1738.0,1218.0,-1.5,4.49,1.94,4.29,0.41,520.0,-1.98,20.33,1.85,18.48,0.11,"NGC_6991.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 6996","nan",314.125,44.63334,8.0,460.0,363.0,-3.61,1.6,-5.95,1.52,0.4,97.0,-2.39,17.72,-5.06,18.09,0.1,"NGC_6996.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 6997","nan",314.125,44.65,5.0,207.0,150.0,-3.89,1.34,-6.45,1.14,0.23,57.0,-2.85,13.13,-2.15,12.51,0.31,"NGC_6997.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 7011","nan",315.45416,47.35333,3.2,55.0,34.0,-5.06,2.55,1.64,0.39,0.19,21.0,-4.37,13.3,2.26,17.92,-0.29,"NGC_7011.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 7024","nan",316.53751,41.48833,3.5,95.0,64.0,-2.54,1.66,-3.38,0.1,0.14,31.0,-4.03,16.8,-4.98,14.89,0.01,"NGC_7024.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7031","nan",316.80002,50.875,8.0,214.0,191.0,-2.87,2.71,-4.77,1.54,0.17,23.0,0.35,14.34,-7.3,17.66,0.05,"NGC_7031.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 7037","nan",317.72498,33.76333,3.5,108.0,80.0,0.77,2.47,-3.53,3.51,-0.05,28.0,-3.03,16.08,0.41,14.6,0.31,"NGC_7037.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7039","nan",317.70001,45.61666,8.0,1081.0,854.0,-2.43,1.97,-2.21,1.91,0.3,227.0,-1.04,23.11,0.51,21.79,0.04,"NGC_7039.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7044","nan",318.28751,42.495,4.0,321.0,168.0,-2.18,0.1,-4.97,0.1,0.28,153.0,-2.45,21.55,-2.52,23.95,0.2,"NGC_7044.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7055","nan",319.875,57.57,3.5,49.0,32.0,0.37,3.33,4.28,5.05,0.53,17.0,6.47,16.65,7.24,14.92,0.13,"NGC_7055.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7058","nan",320.47086,50.81833,4.5,188.0,139.0,-2.1,5.38,-4.63,4.12,0.43,49.0,-7.33,14.5,-8.3,12.64,0.08,"NGC_7058.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7062","nan",320.86249,46.37833,3.5,173.0,130.0,-1.68,2.7,-2.8,2.62,-0.18,43.0,-5.25,16.91,-4.27,18.71,0.2,"NGC_7062.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7063","nan",321.08749,36.48667,5.5,196.0,139.0,-1.07,2.51,-2.53,0.54,0.29,57.0,-0.04,22.84,-0.8,19.88,0.2,"NGC_7063.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7067","nan",321.09583,48.01,4.0,160.0,116.0,-3.69,2.85,-5.6,3.73,0.18,44.0,-10.42,23.19,-7.22,15.88,-0.03,"NGC_7067.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 7071","nan",321.66251,47.92,5.0,279.0,221.0,-1.52,2.21,-2.13,2.92,0.11,58.0,-0.41,22.78,-0.84,14.14,-0.04,"NGC_7071.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7082","nan",322.32083,47.12666,13.5,2531.0,1571.0,-1.9,3.19,-2.32,2.83,0.15,960.0,-1.73,18.79,-0.02,18.28,-0.01,"NGC_7082.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 7084","nan",323.13748,17.50833,9.0,153.0,102.0,-1.39,4.92,-6.76,4.42,0.43,51.0,-0.28,13.58,-7.82,16.46,0.44,"NGC_7084.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7086","nan",322.61249,51.6,7.0,414.0,307.0,-2.3,2.36,-0.1,1.4,0.27,107.0,0.07,17.13,1.66,16.16,0.0,"NGC_7086.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7092","nan",322.95001,48.43333,15.5,2019.0,1464.0,-2.36,3.01,-2.09,3.54,0.3,555.0,-2.56,16.45,-1.61,16.43,0.1,"NGC_7092.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7093","nan",323.58749,45.965,7.5,443.0,385.0,-1.96,4.06,-3.57,3.07,0.41,58.0,0.11,19.43,-4.53,18.08,-0.13,"NGC_7093.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 7127","nan",325.92084,54.63,3.5,79.0,51.0,-4.05,2.03,-3.92,0.39,-0.07,28.0,0.63,15.37,-4.85,7.3,0.44,"NGC_7127.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
