"Cluster","GLON","e_GLON","GLAT","e_GLAT","Num","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","logAge","A0","_RA.icrs","_DE.icrs"
"RSG_8",109.7531,1.629,-1.1938,1.039,965,2.139,0.186,5.807,0.947,-1.665,0.779,7.25,1.15,346.6194,58.9659
"Ruprecht_108",308.2319,0.042,3.9554,0.057,35,1.007,0.037,-8.984,0.108,-2.289,0.115,7.85,0.75,203.0169,-58.4976
"Ruprecht_135",16.4075,0.061,6.2826,0.046,59,0.902,0.04,1.434,0.149,-1.424,0.098,8.55,2.4,269.5002,-11.6372
"Ruprecht_145",16.4586,0.168,-8.0311,0.149,109,1.66,0.033,8.319,0.189,-4.14,0.225,8.8,1.05,282.6366,-18.2765
"Ruprecht_151",233.0471,0.076,3.231,0.073,30,0.908,0.028,-4.259,0.098,3.368,0.103,8.8,0.4,115.2947,-16.2535
"Ruprecht_161",284.6396,0.076,-4.2646,0.094,28,1.108,0.014,-10.402,0.07,3.799,0.126,7.7,0.45,152.2891,-61.2329
"Ruprecht_26",231.9788,0.105,2.7127,0.12,65,0.908,0.029,-3.233,0.079,0.122,0.069,7.25,0.25,114.2815,-15.5771
"Ruprecht_31",249.5116,1.313,-6.0043,0.389,88,2.313,0.091,-8.168,0.448,4.314,0.183,7.55,0.6,115.3665,-35.1113
"Ruprecht_91",286.8857,0.13,1.4666,0.106,178,0.95,0.025,-11.231,0.107,2.467,0.118,7.9,0.4,161.9131,-57.4969
"Ruprecht_98",297.404,0.407,-2.2863,0.279,83,2.103,0.042,-4.116,0.279,-8.648,0.194,8.55,0.85,179.8918,-64.5999
"Sigma_Orionis",206.8126,0.264,-17.3473,0.385,311,2.495,0.083,1.545,0.651,-0.485,0.618,6.5,0.15,84.6749,-2.6022
"Stephenson_1",65.7627,3.757,15.0602,1.577,1358,2.78,0.139,1.15,0.784,-3.014,1.079,7.55,0.45,283.3874,35.7622
"Stock_1",60.2069,0.522,2.0637,0.323,132,2.457,0.043,6.059,0.3,0.195,0.21,7.9,0.9,294.1153,25.0876
"Stock_10",171.7298,0.537,3.5899,0.41,195,2.795,0.073,-3.155,0.25,-0.417,0.223,7.9,0.5,84.8552,37.854
"Stock_12",111.5168,0.446,-8.4798,0.272,161,2.28,0.052,8.535,0.234,-1.883,0.253,7.9,0.35,354.0076,52.7126
"Stock_2",133.4158,0.935,-1.5879,0.574,1471,2.674,0.078,15.812,0.771,-13.75,0.657,8.45,1.3,33.899,59.5599
"Stock_23",140.1129,0.276,2.2154,0.214,50,1.637,0.029,-4.31,0.174,-1.005,0.16,7.7,1.1,49.2221,60.1423
"Stock_5",130.7126,0.104,2.6066,0.095,99,1.036,0.032,-0.821,0.104,-2.201,0.092,7.4,1.85,31.08,64.3717
"Stock_7",134.6945,0.148,0.0339,0.173,140,1.471,0.04,-3.549,0.172,0.47,0.17,7.7,1.9,37.4293,60.6414
"Taurus",170.7675,3.153,-15.648,0.786,121,7.724,0.187,8.308,1.276,-24.137,3.338,6.7,0.55,66.0163,26.8901
"Teutsch_35",69.589,0.31,7.1849,0.264,136,2.011,0.035,-0.65,0.161,-2.456,0.155,7.9,0.25,294.1416,35.7467
"Teutsch_38",259.0758,0.275,3.2774,0.232,37,1.513,0.032,-8.509,0.118,3.669,0.128,7.45,0.2,131.5876,-37.9255
"Teutsch_39",97.8618,0.869,-16.4808,0.532,157,2.303,0.083,-2.014,0.369,-5.261,0.337,7.05,0.1,340.7919,40.0654
"Theia_10",112.049,0.694,13.864,0.254,91,2.92,0.067,5.367,0.407,1.657,0.324,6.55,0.05,333.2476,73.292
"Theia_1024",260.4576,0.104,4.7036,0.205,18,2.001,0.061,-5.317,0.625,5.341,0.948,8.65,0.2,134.0967,-38.0854
"Theia_1079",259.0441,0.168,-3.3841,0.126,45,1.241,0.022,-4.74,0.112,10.281,0.11,8.05,0.95,124.5682,-41.8522
"Theia_116",194.8684,1.573,-2.0354,0.849,153,4.835,0.27,5.895,0.834,-17.202,1.106,7.65,0.25,92.5453,15.0458
"Theia_1179",260.5848,0.243,-2.8672,0.132,39,1.015,0.032,-0.924,0.152,1.57,0.193,8.7,1.05,126.3262,-42.8245
"Theia_1188",90.6583,0.363,-24.2317,0.32,23,3.116,0.057,-7.852,0.215,-4.356,0.128,8.95,0.5,338.6732,29.9368
"Theia_136",97.6783,1.943,-3.2605,1.113,64,3.637,0.301,9.667,1.103,-0.476,0.666,7.7,0.4,330.2073,51.0498
"Theia_1362",167.59,0.796,-4.7976,0.272,28,2.868,0.087,3.242,0.337,-10.775,0.443,8.5,1.8,73.2745,36.3493
"Theia_15",216.3423,0.176,-15.1375,0.381,123,1.205,0.063,-1.954,0.38,1.718,0.355,6.5,0.05,90.7795,-9.7983
"Theia_164",109.5856,2.298,-1.9046,0.995,149,3.027,0.178,13.553,1.436,1.258,1.2,7.9,0.9,346.8585,58.2463
"Theia_178",96.2,1.559,1.2321,0.478,169,2.135,0.132,3.328,1.3,-0.39,1.252,7.9,0.8,323.6475,53.5608
"Theia_19",118.9313,0.294,3.123,0.131,46,1.398,0.036,2.466,0.254,-2.387,0.184,6.25,1.9,3.1164,65.6916
"Theia_232",126.0581,1.333,-12.0355,0.581,39,3.11,0.105,15.435,0.491,-7.238,0.671,7.6,0.4,17.692,50.7189
"Theia_24",316.4942,0.07,21.1738,0.057,21,1.459,0.048,-8.957,0.282,-0.666,0.21,6.9,2.15,209.432,-39.9458
"Theia_246",301.3054,1.273,-3.156,0.362,157,2.452,0.073,-13.657,1.149,-2.705,1.042,7.55,1.0,188.8675,-65.9773
"Theia_248",95.9205,0.831,0.9704,0.345,67,2.079,0.053,8.729,0.474,6.471,0.329,7.8,1.05,323.5973,53.1792
"Theia_31",254.2964,0.479,2.1397,0.408,119,2.803,0.046,-6.978,0.259,10.874,0.276,6.85,0.15,126.8871,-34.7998
"Theia_314",63.5563,0.448,-18.4235,0.337,28,2.722,0.051,5.329,0.283,-4.695,0.152,7.8,0.35,314.428,16.6199
"Theia_322",122.6539,1.122,-12.652,0.597,260,2.186,0.073,7.351,0.234,-3.107,0.324,7.9,0.4,12.4355,50.2188
"Theia_35",232.4612,0.671,-4.314,0.291,53,2.403,0.095,-8.093,0.657,3.683,0.199,7.55,0.45,108.0306,-19.3277
"Theia_366",231.595,0.163,-4.2442,0.099,20,1.032,0.025,-3.591,0.096,0.396,0.093,7.75,0.4,107.6782,-18.5277
"Theia_383",217.5115,0.415,9.2721,0.354,46,2.147,0.079,-1.761,0.228,-0.3,0.267,8.45,0.4,113.1902,0.1913
"Theia_387",169.6452,0.199,-0.4544,0.216,25,1.871,0.054,-0.55,0.055,-9.243,0.075,7.8,0.85,79.1487,37.343
"Theia_446",125.8488,1.873,-0.4963,0.824,121,2.612,0.13,7.862,0.546,-4.104,0.913,7.85,0.9,19.1302,62.2333
"Theia_47",152.6994,0.158,1.7166,0.223,43,1.305,0.05,0.77,0.212,-3.86,0.457,7.7,2.2,66.228,51.8007
"Theia_470",72.7535,0.348,1.763,0.18,51,1.494,0.028,1.056,0.208,-1.725,0.243,7.8,0.75,301.8701,35.7116
"Theia_521",113.0406,1.711,14.206,0.558,17,2.978,0.142,2.241,1.199,4.203,1.723,8.55,0.75,335.3641,74.1227
"Theia_54",173.496,1.355,-7.7304,1.016,43,6.376,0.11,4.139,0.455,-25.168,1.053,6.75,0.3,74.871,29.9246
"Theia_540",74.0642,0.147,7.4408,0.155,15,2.127,0.088,1.598,0.771,-0.582,1.388,8.9,0.85,296.5669,39.7586
"Theia_558",206.5226,0.137,-4.4635,0.161,19,1.406,0.023,-0.651,0.099,-1.81,0.094,8.45,1.6,95.9528,3.6443
"Theia_58",248.4007,0.689,-0.2507,0.552,150,2.034,0.092,-8.959,0.448,5.48,0.355,7.5,0.35,120.609,-31.2259
"Theia_592",138.933,0.131,-0.9153,0.2,36,1.118,0.037,1.822,1.127,-2.962,1.545,8.85,2.25,44.2065,58.0071
"Theia_614",193.7372,0.771,-6.7487,0.207,18,2.327,0.08,-0.095,1.317,-5.828,0.677,8.1,0.45,87.7361,13.7094
"Theia_619",97.4297,7.264,-1.5592,1.147,1082,2.252,0.188,3.906,1.251,-1.916,1.2,7.25,0.2,328.2058,52.2389
"Theia_65",183.3946,1.175,-4.931,0.779,17,9.199,0.064,6.156,1.336,-37.341,0.893,7.2,0.05,83.7417,23.4493
"Theia_66",179.2558,0.669,-19.8651,0.275,31,6.874,0.114,12.278,0.562,-18.898,1.066,6.55,0.15,68.2448,18.0101
"Theia_667",114.1028,0.322,2.6131,0.268,39,1.263,0.024,-4.888,0.175,-4.823,0.235,8.05,1.25,352.3338,64.0684
"Theia_68",180.7532,0.597,-5.7102,0.721,25,6.259,0.105,3.754,0.371,-25.787,0.573,7.05,0.05,81.4515,25.23
"Theia_684",167.557,0.83,10.7071,0.683,23,4.739,0.132,-4.068,0.315,-7.925,0.324,8.85,0.15,90.319,45.0002
"Theia_743",293.5445,0.126,0.7906,0.13,33,1.517,0.024,-14.445,0.125,2.683,0.145,7.9,0.45,173.4201,-60.6561
"Theia_759",233.9408,0.217,-0.42,0.143,27,1.333,0.018,-5.253,0.141,0.389,0.202,7.9,0.4,112.4033,-18.8085
"Theia_792",193.4473,1.118,5.7511,0.462,50,4.732,0.113,2.966,0.697,-10.867,1.175,8.0,0.25,99.0689,19.9413
"Theia_824",104.4523,1.349,-13.6366,0.642,150,2.062,0.107,-0.737,0.435,-3.433,0.811,7.25,0.15,346.8075,45.4631
"Theia_862",136.3448,0.37,-3.6245,0.231,28,1.412,0.025,0.163,0.075,-3.618,0.09,8.9,1.3,37.7511,56.632
"Theia_896",44.2746,0.223,-2.5524,0.118,37,1.14,0.035,0.836,0.153,-3.502,0.179,7.8,1.95,290.3752,8.8913
"Theia_900",135.0969,0.104,-1.2413,0.146,32,1.106,0.032,3.539,0.686,-2.826,0.559,8.45,2.1,37.2371,59.3077
"Theia_93",181.012,0.369,-6.2139,0.848,38,5.603,0.142,1.209,0.575,-18.119,0.51,6.75,0.05,81.1465,24.7365
"Theia_97",232.351,2.49,-11.5675,1.26,281,2.447,0.133,-4.914,0.655,5.827,0.654,7.6,0.4,101.0036,-22.4157
"Theia_974",119.2214,0.071,2.3569,0.049,32,1.333,0.035,-0.904,0.071,0.607,0.105,7.7,2.0,4.0669,64.975
"Theia_98",82.9543,0.549,1.3042,0.366,54,2.089,0.082,3.095,0.685,-0.554,0.684,7.7,0.65,309.9862,43.8042
"Trumpler_10",268.4979,7.885,0.1833,1.203,3311,2.327,0.187,-13.098,1.722,6.25,1.171,7.6,0.3,136.6869,-47.1031
"Trumpler_2",137.438,0.229,-3.9451,0.181,220,1.449,0.04,1.525,0.154,-5.381,0.195,7.9,1.2,39.3397,55.9145
"Trumpler_3",138.0025,0.232,4.5444,0.173,253,1.479,0.046,-3.405,0.162,-0.153,0.132,7.6,1.15,47.988,63.2278
"Turner_5",264.4747,0.724,11.3291,0.637,51,2.403,0.095,0.161,0.314,-3.034,0.418,8.05,0.5,143.5823,-36.425
"UBC_1",87.6033,0.814,19.7997,0.417,122,3.084,0.062,-2.471,0.35,3.728,0.386,7.9,0.35,287.959,56.8904
"UBC_10a",102.5702,0.129,7.3507,0.124,70,1.086,0.025,-2.043,0.092,-3.107,0.087,7.05,1.3,324.8039,62.3574
"UBC_10b",102.7917,0.308,5.6107,0.149,43,1.065,0.055,-3.409,0.249,-1.905,0.306,8.65,1.7,327.5543,61.1809
"UBC_12",231.6027,0.236,16.2023,0.255,22,2.249,0.055,-8.332,0.16,4.161,0.32,8.55,0.6,125.9845,-8.4162
"UBC_120",45.3236,0.042,4.9031,0.058,35,0.856,0.032,1.11,0.096,1.374,0.097,7.55,1.6,284.1207,13.2535
"UBC_129",63.6095,0.209,-1.0857,0.181,185,0.853,0.028,-1.002,0.096,-4.353,0.115,7.5,1.9,299.0376,26.4461
"UBC_150",86.4378,0.091,-11.5571,0.067,21,1.16,0.031,-4.15,0.057,-6.756,0.131,8.1,0.95,325.5468,37.5619
"UBC_157",96.1247,0.091,-3.7539,0.112,53,0.838,0.024,2.069,0.06,-0.3,0.086,7.7,0.95,328.7587,49.7101
"UBC_159",96.5874,0.315,-15.8656,0.561,304,2.018,0.076,-2.091,0.368,-4.628,0.632,6.7,0.05,339.0065,39.9797
"UBC_168",102.5727,0.23,1.2247,0.109,75,1.085,0.029,1.787,0.098,1.546,0.09,8.15,1.7,332.4377,57.5592
"UBC_177",110.5167,0.078,7.4221,0.153,62,0.871,0.026,-1.931,0.139,-1.054,0.134,7.4,2.65,339.7262,67.0428
"UBC_178",110.2405,0.692,2.7302,0.222,1913,1.187,0.062,-1.16,0.757,-2.364,0.559,6.5,2.8,344.2262,62.7451
"UBC_179",112.0179,0.15,-1.5143,0.122,114,0.821,0.028,-2.845,0.084,-3.093,0.103,8.35,2.1,350.9711,59.4894
"UBC_181",117.4358,0.112,1.2249,0.079,49,0.899,0.033,-2.604,0.099,-1.417,0.087,8.65,1.65,0.4383,63.5652
"UBC_183",118.519,0.127,-6.8837,0.103,57,0.912,0.028,0.694,0.08,-2.568,0.089,7.9,0.9,5.0646,55.7207
"UBC_187",130.2743,0.268,11.1158,0.259,249,1.094,0.05,-1.507,0.273,-1.72,0.284,6.5,0.05,37.5965,72.5618
"UBC_199",172.7872,0.089,-15.6502,0.091,46,0.84,0.028,2.877,0.115,-1.847,0.069,8.9,1.45,67.4561,25.4367
"UBC_216",217.0039,0.111,-4.8192,0.109,132,0.843,0.05,-0.093,0.128,-0.886,0.124,8.8,0.9,100.4108,-5.813
"UBC_247",267.2184,0.109,-7.2,0.092,69,0.877,0.03,-5.046,0.104,6.176,0.1,7.9,1.35,126.6879,-50.7211
"UBC_250",273.1342,0.07,-16.2955,0.071,24,1.055,0.022,-3.483,0.138,10.973,0.111,8.55,0.55,118.1138,-60.3702
"UBC_255",276.7618,0.054,-12.498,0.078,42,1.058,0.023,-4.832,0.144,2.891,0.094,9.3,0.55,128.5289,-61.4624
"UBC_26",53.804,0.261,7.7038,0.159,50,1.701,0.037,2.14,0.177,-5.387,0.162,7.25,1.0,285.4373,22.046
"UBC_260",286.5422,0.304,-14.0727,0.206,41,1.831,0.038,-7.676,0.151,8.062,0.218,7.8,0.25,140.0824,-69.8963
"UBC_27",52.002,0.107,-2.743,0.071,79,0.879,0.032,-0.797,0.086,-6.251,0.08,8.5,2.0,294.3207,15.5825
"UBC_302",318.0962,0.123,4.2374,0.065,42,0.825,0.025,-4.933,0.094,-4.132,0.092,8.65,1.1,220.195,-55.382
"UBC_31",162.5967,2.399,-14.6932,1.374,1467,2.725,0.253,3.487,0.662,-5.336,1.12,7.05,0.75,60.3842,33.1645
"UBC_32",18.597,0.525,-3.3288,0.324,37,3.552,0.032,-1.745,0.354,-9.42,0.278,7.9,1.25,279.2491,-14.268
"UBC_340",7.0093,0.033,-0.2762,0.032,45,0.831,0.049,0.605,0.345,-1.761,0.283,6.9,2.1,270.6234,-23.0328
"UBC_385",98.5411,0.1,8.0032,0.071,36,1.187,0.027,-2.521,0.105,-3.517,0.115,6.9,1.55,317.9525,60.014
"UBC_386",100.524,0.144,8.7196,0.113,45,0.817,0.026,-3.488,0.135,-3.445,0.124,6.7,2.05,319.6481,61.9339
"UBC_392",108.4478,0.38,6.3428,0.184,330,1.068,0.044,-1.091,0.998,-2.889,0.702,7.1,2.45,336.7256,65.0672
"UBC_394",108.5325,0.09,-0.323,0.053,58,1.099,0.035,2.201,0.081,0.028,0.107,7.85,2.6,343.7533,59.2544
"UBC_396",109.4885,0.164,7.391,0.208,67,0.957,0.032,-2.166,0.203,-2.545,1.086,7.2,2.95,337.5341,66.5012
"UBC_415",131.526,0.129,12.0467,0.094,25,1.124,0.039,-1.331,0.137,-1.68,0.352,7.05,1.3,42.6588,72.8982
"UBC_444",220.1486,0.125,-0.9369,0.079,71,0.897,0.041,-1.489,0.09,-2.441,0.108,7.75,0.8,105.3256,-6.8484
"UBC_480",264.7182,0.977,-10.855,0.58,281,2.089,0.092,-5.095,0.421,5.753,0.259,7.3,0.75,119.7312,-50.5908
"UBC_5",331.9516,0.157,4.6354,0.145,43,1.756,0.019,-6.633,0.175,-4.144,0.162,7.9,1.2,238.7113,-47.6341
"UBC_51",149.2413,0.189,-0.5598,0.22,112,0.919,0.056,-0.28,0.125,-1.328,0.149,6.9,1.85,59.5747,52.4954
"UBC_533",324.3588,0.046,3.3547,0.073,35,0.843,0.025,-1.757,0.114,-1.313,0.092,7.95,0.9,230.3275,-53.1658
"UBC_54",155.7964,0.163,-2.7722,0.151,206,0.914,0.05,3.269,0.124,-3.8,0.11,8.35,1.25,64.7199,46.4375
"UBC_56",157.4709,0.166,0.5053,0.129,117,1.146,0.042,1.5,0.122,-4.073,0.1,7.75,2.4,69.89,47.486
"UBC_563",353.8708,0.077,5.9775,0.038,54,0.885,0.031,-0.519,0.109,-4.168,0.115,8.05,2.1,256.7514,-30.6832
"UBC_582",74.3279,0.121,4.6277,0.05,49,0.887,0.032,-3.019,0.054,-7.883,0.104,7.05,0.3,299.8691,38.5636
"UBC_7",248.651,0.796,-13.3554,0.626,307,3.607,0.106,-9.721,0.404,7.073,0.425,7.55,0.4,106.729,-37.6518
"UBC_8",154.8717,0.304,13.3332,0.229,168,2.087,0.049,-3.239,0.217,-3.992,0.181,8.15,1.3,84.4559,57.145
"UBC_88",152.746,0.124,-6.1559,0.131,102,1.037,0.044,-1.452,0.136,-3.019,0.111,7.65,1.45,58.182,45.959
"UBC_9",54.5563,0.485,16.9917,0.581,125,2.874,0.117,0.428,0.323,-5.337,0.26,7.55,0.6,276.4812,26.5459
"UFMG30",339.7903,0.088,-5.3927,0.062,50,0.847,0.03,-0.529,0.151,-0.872,0.116,7.8,1.45,257.7718,-48.7465
"UFMG65",352.4786,0.115,3.1049,0.535,103,0.924,0.041,1.613,0.2,-1.667,0.336,6.75,1.1,258.5247,-33.4977
"UPK_113",79.3419,0.134,-9.2866,0.171,17,1.424,0.036,2.202,0.098,-2.39,0.175,7.55,0.35,317.4675,34.2344
"UPK_116",80.6415,0.647,-2.5883,0.392,52,2.319,0.061,3.309,0.156,-2.969,0.3,7.7,0.35,312.1553,39.5759
"UPK_119",82.0279,0.19,1.8683,0.101,25,1.28,0.02,-0.569,0.073,-2.004,0.063,8.95,1.45,308.5931,43.4064
"UPK_12",15.336,0.149,-14.9043,0.139,40,1.527,0.035,0.605,0.126,-6.679,0.125,8.15,0.5,288.791,-22.165
"UPK_122",83.2608,0.07,7.7407,0.061,16,1.098,0.018,-1.352,0.248,-9.274,0.194,8.35,1.05,302.6734,47.7499
"UPK_126",83.7932,0.044,0.2812,0.051,24,1.214,0.075,-1.522,0.131,-2.071,0.235,6.7,2.55,311.8193,43.8301
"UPK_127",84.7698,0.249,-0.1002,0.22,349,1.223,0.054,-1.261,0.544,-3.212,0.694,6.25,3.8,313.0914,44.3443
"UPK_13",16.1861,0.06,-7.4968,0.044,57,1.056,0.035,-1.127,0.108,-4.144,0.088,7.75,1.1,282.0062,-18.2841
"UPK_131",86.7033,0.07,-0.7561,0.09,31,1.011,0.033,2.829,0.081,-1.133,0.131,8.65,2.0,315.5698,45.385
"UPK_138",90.1467,0.067,-2.2982,0.092,22,1.457,0.034,-0.355,0.269,-1.794,0.155,6.3,2.6,320.5962,46.8304
"UPK_143",91.6652,0.14,0.5687,0.178,54,1.15,0.03,1.083,0.113,-2.473,0.109,8.45,4.05,319.1353,49.9261
"UPK_144",91.7072,0.113,4.0652,0.124,24,1.779,0.041,1.259,0.463,-3.562,0.306,6.35,1.95,315.0775,52.3236
"UPK_16",17.6405,0.056,-12.3935,0.095,16,1.27,0.015,-0.309,0.201,-5.135,0.163,7.85,0.55,287.324,-19.0935
"UPK_160",99.156,0.906,13.9946,0.775,64,2.166,0.093,3.929,0.825,-0.164,0.626,7.0,0.6,308.7261,64.2305
"UPK_164",99.8462,0.123,4.9912,0.146,74,1.068,0.028,-1.537,0.184,-3.262,0.158,6.75,2.35,323.9333,58.7912
"UPK_166",100.2758,0.262,-9.8758,0.165,82,1.5,0.034,-0.908,0.096,-3.279,0.172,7.5,0.65,339.0748,46.9647
"UPK_168",101.5313,0.327,-14.706,0.205,70,1.657,0.033,-0.527,0.08,-4.017,0.11,7.55,0.8,343.8541,43.2926
"UPK_169",101.5727,0.113,4.7651,0.08,39,1.169,0.03,-1.956,0.11,-2.535,0.14,6.95,2.4,326.7583,59.7543
"UPK_17",18.0992,0.119,-4.1077,0.098,18,1.467,0.039,0.947,0.087,-7.951,0.161,8.75,1.6,279.7322,-15.0649
"UPK_178",104.8512,0.077,2.7186,0.063,41,1.042,0.029,-4.294,0.084,-3.421,0.093,7.6,2.75,334.4334,60.0792
"UPK_185",105.8252,0.142,-9.9359,0.114,82,1.796,0.04,2.642,0.093,-1.955,0.143,7.9,0.5,346.4266,49.3917
"UPK_191",107.6818,0.081,4.6138,0.088,57,1.155,0.053,-0.986,0.187,-2.015,0.254,6.5,2.45,337.3114,63.1948
"UPK_198",109.7291,0.178,4.4684,0.061,23,1.16,0.021,-4.853,0.045,-2.172,0.125,7.7,2.3,341.4734,64.0735
"UPK_201",110.0094,0.062,1.6412,0.081,25,1.089,0.049,-3.98,0.096,-3.43,0.157,7.25,4.4,344.7656,61.6606
"UPK_220",114.364,0.143,5.1113,0.132,170,1.033,0.036,-2.419,0.102,-2.644,0.125,8.05,3.3,350.9961,66.5173
"UPK_224",114.9658,0.135,5.3818,0.086,45,1.272,0.036,-1.374,0.098,-0.156,0.119,7.7,4.15,352.2099,66.9674
"UPK_226",115.6747,0.228,6.9012,0.149,46,1.165,0.029,-1.545,0.09,-3.185,0.122,8.0,2.8,352.7281,68.6308
"UPK_233",117.8726,0.485,9.5818,0.273,21,2.052,0.056,6.793,0.152,0.682,0.188,7.6,1.55,356.681,71.815
"UPK_237",119.8001,0.147,2.8104,0.14,85,1.353,0.036,-0.606,0.128,-3.791,0.179,7.55,2.45,5.2988,65.4981
"UPK_265",130.6284,0.187,3.7333,0.05,29,1.16,0.022,-0.542,0.076,-0.424,0.109,7.4,2.35,31.6417,65.4762
"UPK_27",24.7889,0.074,4.5653,0.057,43,1.09,0.024,2.352,0.086,-2.182,0.116,8.6,4.6,275.0566,-5.1272
"UPK_28",25.9896,0.036,2.6026,0.034,32,1.09,0.025,0.857,0.151,-2.559,0.15,7.45,4.0,277.3603,-4.977
"UPK_282",136.0879,0.143,-17.3482,0.168,31,1.267,0.042,-2.852,0.091,-3.385,0.072,7.85,0.3,30.3555,43.7285
"UPK_29",26.1488,0.105,1.2947,0.147,38,1.488,0.029,0.444,0.194,2.773,0.13,8.65,3.05,278.5992,-5.4391
"UPK_292",140.3318,0.244,7.8412,0.296,37,2.279,0.064,0.088,0.137,-8.131,0.205,7.75,2.25,56.5936,64.6262
"UPK_303",143.0579,0.618,-18.0068,0.992,32,4.696,0.093,18.147,0.552,-24.353,1.48,7.8,0.15,38.4822,40.8254
"UPK_305",145.7449,0.825,-19.0071,0.249,25,2.463,0.042,2.893,0.154,-6.575,0.122,7.8,0.25,40.9352,38.839
"UPK_312",150.3285,0.077,5.4418,0.087,21,1.425,0.041,0.134,0.126,-0.817,0.1,8.65,1.25,68.0387,56.0835
"UPK_325",153.6219,0.125,0.6059,0.147,35,1.316,0.041,-0.137,2.023,-3.23,1.356,8.55,1.8,65.9958,50.3644
"UPK_347",166.132,0.358,0.2503,0.137,60,1.045,0.051,-0.497,0.362,-3.716,0.329,7.8,1.05,77.2235,40.5988
"UPK_350",167.1474,0.832,19.3011,0.349,39,2.309,0.037,-4.846,0.113,-6.318,0.124,8.05,0.45,101.617,48.8283
"UPK_378",181.528,0.64,-36.5785,0.566,27,5.538,0.143,21.727,0.675,-13.531,0.485,7.6,0.4,56.4032,5.778
"UPK_379",181.8105,0.12,6.7465,0.083,19,1.303,0.054,-1.062,0.205,-4.367,0.208,8.35,1.45,94.1989,30.6889
"UPK_38",30.5442,0.064,1.0456,0.061,24,1.706,0.057,-1.073,0.166,-5.333,0.13,6.75,2.35,280.8394,-1.6475
"UPK_381",183.2693,0.116,7.0164,0.106,16,1.4,0.019,0.423,0.119,-2.969,0.079,8.3,0.7,95.2476,29.528
"UPK_385",187.9672,0.36,-17.0186,0.361,56,3.172,0.107,1.835,0.361,-3.477,0.241,6.9,0.25,75.7119,13.0453
"UPK_39",31.3619,0.42,5.1975,0.257,235,2.252,0.146,3.255,0.635,-8.639,0.716,6.25,0.5,277.5187,0.9754
"UPK_394",195.6415,0.152,-18.1005,0.096,41,1.246,0.044,-0.455,0.103,-2.017,0.098,7.95,0.35,78.7935,6.3015
"UPK_398",198.7619,0.285,-11.5054,0.201,46,2.26,0.065,-3.232,0.137,-1.761,0.091,6.95,0.05,86.0567,7.0388
"UPK_4",11.0075,0.078,-9.3564,0.095,27,1.243,0.028,-2.022,0.119,-6.425,0.098,7.7,1.85,281.4012,-23.7043
"UPK_402",203.2494,0.21,-12.2915,0.141,54,2.47,0.077,-1.096,0.216,-1.809,0.162,6.5,0.15,87.5092,2.8191
"UPK_41",31.7576,0.562,3.0395,0.379,179,2.096,0.077,2.647,0.347,-8.242,0.369,6.75,2.25,279.6192,0.3417
"UPK_42",34.7115,0.188,-11.5121,0.103,64,1.692,0.038,-0.431,0.118,-5.03,0.148,7.75,1.95,293.9224,-3.6649
"UPK_422",212.9601,0.673,-16.505,0.543,112,3.33,0.087,0.172,0.234,-0.55,0.171,7.25,0.2,88.0983,-7.4675
"UPK_429",216.468,0.129,5.0184,0.103,49,1.135,0.034,-1.97,0.087,0.077,0.079,7.9,0.45,108.9373,-0.8477
"UPK_431",217.6782,0.096,3.5401,0.112,17,1.366,0.014,-2.457,0.064,0.787,0.122,8.25,0.3,108.1789,-2.5989
"UPK_433",218.1889,0.13,-2.177,0.126,46,1.274,0.024,-0.784,0.113,-2.523,0.084,8.3,0.5,103.3167,-5.6704
"UPK_438",219.6866,0.211,-5.6067,0.208,17,2.488,0.06,-7.075,0.623,2.753,0.351,7.6,0.8,100.9137,-8.5532
"UPK_445",221.9482,0.133,-15.9216,0.214,52,1.481,0.052,-2.583,0.235,1.399,0.154,6.9,0.4,92.3946,-15.0232
"UPK_45",37.2064,0.072,-7.7399,0.066,35,1.121,0.036,-0.607,0.119,-2.121,0.132,7.55,1.35,291.6915,0.2475
"UPK_467",231.79,0.242,10.6938,0.159,33,1.709,0.042,-6.949,0.146,-1.622,0.137,8.45,0.05,121.295,-11.4234
"UPK_468",232.151,0.094,7.2134,0.068,16,1.103,0.033,-1.561,0.069,0.113,0.053,7.95,0.4,118.4088,-13.4969
"UPK_470",232.7157,0.173,-4.0021,0.093,32,0.962,0.032,-4.852,0.096,4.265,0.086,7.55,0.65,108.4479,-19.41
"UPK_495",251.4235,0.314,-15.3988,0.185,25,1.535,0.053,-2.223,0.166,5.701,0.322,8.95,0.15,105.6887,-40.929
"UPK_50",40.4191,0.163,3.3665,0.149,41,0.997,0.027,-1.317,0.099,-3.776,0.137,8.15,1.45,283.2677,8.1952
"UPK_502",255.5734,0.129,-1.2634,0.101,37,1.433,0.028,-8.09,0.166,5.665,0.131,7.8,0.6,124.3255,-37.7917
"UPK_508",258.9764,0.132,7.7597,0.074,29,1.191,0.025,-10.543,0.06,6.304,0.077,8.3,0.95,135.7883,-34.9772
"UPK_51",41.7357,0.2,-30.7859,0.377,37,1.756,0.046,5.114,0.204,1.933,0.212,7.9,0.15,314.125,-6.6825
"UPK_528",265.9063,0.08,2.8923,0.077,52,1.018,0.05,-7.706,0.154,1.973,0.151,7.8,1.05,137.0446,-43.3634
