"fname","Type","Name","RA_ICRS","DE_ICRS","AllNames"
"ubc251","o","UBC_251",140.45293138,-51.24949248,"Theia_3220,UBC_251"
"ubc252","o","UBC_252",139.15971194,-54.12784754,"UBC_252"
"ubc253","o","UBC_253",139.53410784,-56.01035294,"Theia_4384,UBC_253"
"ubc254","o","UBC_254",143.68503792,-54.38557192,"Theia_2092,UBC_254"
"ubc255","o","UBC_255",128.55253154,-61.46644914,"Theia_1472,UBC_255"
"ubc258","o","UBC_258",159.0554849,-57.62642123,"UBC_258"
"ubc259","o","UBC_259",157.64031348,-60.07843584,"Theia_1982,Theia_2014,Theia_2580,UBC_259"
"ubc261","o","UBC_261",159.93740879,-60.47527232,"UBC_261"
"ubc262","o","UBC_262",160.5667162,-60.48513443,"UBC_262"
"ubc264","o","UBC_264",163.16189842,-60.59963061,"UBC_264"
"ubc268","o","UBC_268",165.33713866,-63.68107251,"UBC_268"
"ubc269","o","UBC_269",166.77366237,-62.86229101,"UBC_269"
"ubc270","o","UBC_270",169.82825874,-59.56933353,"UBC_270"
"ubc272","o","UBC_272",168.07673897,-62.26742401,"UBC_272"
"ubc273","o","UBC_273",170.31749819,-60.56475266,"LISC_2337,UBC_273"
"ubc275","o","UBC_275",167.71319786,-65.71076461,"UBC_275"
"ubc276","o","UBC_276",172.8568456,-60.76466013,"BH_119,ESO_129-23,FSR_1588,Loden_402,MWSC_1951,MWSC_1954,OCL_858,Ruprecht_164,UBC_276"
"ubc277","o","UBC_277",173.98958113,-59.49042146,"LISC_3241,Theia_4161,UBC_277"
"ubc279","o","UBC_279",173.48414782,-66.11084034,"Theia_3153,Theia_4842,Theia_5361,UBC_279"
"ubc280","o","UBC_280",177.80660383,-62.65829124,"Theia_2840,UBC_280"
"ubc281","o","UBC_281",178.10698684,-64.60014422,"OC_0575,UBC_281"
"ubc282","o","UBC_282",180.15248753,-60.50272388,"OC_0576,UBC_282"
"ubc283","o","UBC_283",179.64390936,-68.6935312,"UBC_283"
"ubc284","o","UBC_284",184.29020725,-62.95343292,"Theia_4811,UBC_284"
"ubc285","o","UBC_285",184.67488834,-65.4419462,"Theia_2191,UBC_285"
"ubc286","o","UBC_286",187.32251665,-62.45312042,"UBC_286"
"ubc287","o","UBC_287",189.78582231,-61.25822836,"OC_0582,Theia_2544,UBC_287"
"ubc289","o","UBC_289",191.1501058,-61.17610348,"UBC_289"
"ubc290","o","UBC_290",191.74184586,-59.37596507,"Theia_2208,Theia_3288,Theia_3924,UBC_290"
"ubc291","o","UBC_291",199.04333568,-63.44181055,"UBC_291"
"ubc292","o","UBC_292",200.16787093,-61.32175708,"UBC_292"
"ubc293","o","UBC_293",202.69220351,-61.80189294,"Theia_2284,Theia_3392,UBC_293"
"ubc294","o","UBC_294",204.27459677,-58.08516607,"Theia_5319,UBC_294"
"ubc295","o","UBC_295",207.58620038,-60.41050153,"Theia_3999,UBC_295"
"ubc296","o","UBC_296",216.17104462,-61.05635081,"LISC_3250,UBC_296"
"ubc297","o","UBC_297",218.06175001,-62.21230945,"LISC_1738,Theia_2731,UBC_297"
"ubc298","o","UBC_298",217.52900379,-59.81146818,"UBC_298"
"ubc299","o","UBC_299",219.68002962,-62.15250876,"UBC_299"
"ubc300","o","UBC_300",222.95277959,-65.3129823,"Theia_3861,UBC_300"
"ubc301","o","UBC_301",219.50397721,-58.9917273,"Theia_1896,Theia_3289,UBC_301"
"ubc302","o","UBC_302",220.20871949,-55.35238297,"UBC_302"
"ubc303","o","UBC_303",221.83408805,-56.26317041,"Theia_4566,Theia_5380,Theia_5561,UBC_303"
"ubc307","o","UBC_307",239.41594747,-57.27077534,"Theia_5332,UBC_307"
"ubc310","o","UBC_310",244.47647703,-53.52365574,"OC_0645,UBC_310"
"ubc312","o","UBC_312",244.24015124,-50.72278881,"UBC_312"
"ubc314","o","UBC_314",243.36669464,-50.12754011,"UBC_314"
"ubc315","o","UBC_315",246.37912369,-47.9496192,"OC_0662,UBC_315"
"ubc316","o","UBC_316",248.74546343,-47.98470376,"Theia_1770,UBC_316"
"ubc317","o","UBC_317",250.64752755,-47.88601536,"UBC_317"
"ubc319","o","UBC_319",249.73157909,-44.75025649,"LISC_3355,Theia_2006,UBC_319"
"ubc321","o","UBC_321",251.89296506,-44.53450971,"UBC_321"
"ubc322","o","UBC_322",255.21604923,-44.19047753,"UBC_322"
"ubc324","o","UBC_324",255.93856729,-38.4694724,"Theia_1888,Theia_3116,Theia_4045,UBC_324"
"ubc326","o","UBC_326",258.14346318,-36.05017139,"UBC_326"
"ubc334","o","UBC_334",265.61321465,-30.72249013,"Theia_1653,UBC_334"
"ubc336","o","UBC_336",267.98348168,-27.85030482,"OC_0001,UBC_336"
"ubc337","o","UBC_337",271.6882075,-24.68408946,"Theia_1739,UBC_337"
"ubc338","o","UBC_338",271.53419068,-24.26440236,"UBC_338"
"ubc339","o","UBC_339",271.3131447,-23.30832307,"UBC_339"
"ubc340","o","UBC_340",270.76137392,-22.66040633,"UBC_340,XDOCC_8"
"ubc343","o","UBC_343",277.00188769,-14.71796155,"Theia_1651,Theia_1678,Theia_2117,Theia_2741,Theia_3353,Theia_4383,UBC_343"
"ubc344","o","UBC_344",274.54209623,-11.90543355,"Theia_1650,UBC_344"
"ubc346","o","UBC_346",276.04068616,-10.5728508,"Theia_3300,UBC_346"
"ubc347","o","UBC_347",276.74320545,-10.97881507,"UBC_347"
"ubc349","o","UBC_349",280.06129098,-7.02462853,"UBC_349"
"ubc350","o","UBC_350",284.38284099,-8.95649937,"UBC_350"
"ubc352","o","UBC_352",281.22302711,-5.82320027,"UBC_352"
"ubc353","o","UBC_353",280.82751989,-3.73069901,"OC_0051,UBC_353"
"ubc355","o","UBC_355",281.9176495,-3.8226527,"OC_0053,UBC_355"
"ubc356","o","UBC_356",288.92407265,-4.27933884,"LISC_3404,UBC_356"
"ubc357","o","UBC_357",284.75160458,-0.22827199,"UBC_357"
"ubc359","o","UBC_359",284.77800327,10.36409622,"UBC_359"
"ubc360","o","UBC_360",292.48729424,10.6489788,"UBC_360"
"ubc361","o","UBC_361",290.00156027,15.14706021,"LISC_3279,UBC_361"
"ubc363","o","UBC_363",299.27739411,31.87044189,"UBC_363"
"ubc364","o","UBC_364",306.276171,29.72811027,"UBC_364"
"ubc365","o","UBC_365",303.34068963,34.38724215,"UBC_365"
"ubc366","o","UBC_366",299.86484086,37.20486478,"Theia_4892,Theia_5397,UBC_366"
"ubc368","o","UBC_368",302.86555735,36.4936913,"UBC_368"
"ubc371","o","UBC_371",305.88242291,36.08678682,"UBC_371"
"ubc372","o","UBC_372",302.37024556,38.28872975,"HXWHB_14,UBC_372"
"ubc373","o","UBC_373",306.87566249,37.64931649,"UBC_373"
"ubc374","o","UBC_374",305.74637507,38.94749426,"UBC_374"
"ubc375","o","UBC_375",304.67755783,40.04937085,"OC_0116,UBC_375"
"ubc376","o","UBC_376",307.50645989,46.16519447,"UBC_376"
"ubc378","o","UBC_378",311.56402011,48.82201465,"Theia_4351,UBC_378"
"ubc379","o","UBC_379",313.25123259,48.57077893,"UBC_379"
"ubc380","o","UBC_380",317.71431835,47.68660556,"UBC_380,XDOCC_11"
"ubc381","o","UBC_381",316.24981388,48.69992553,"UBC_381"
"ubc383","o","UBC_383",330.64402044,49.11799806,"Theia_3978,UBC_383"
"ubc384","o","UBC_384",328.70362165,52.81967285,"UBC_384"
"ubc386","o","UBC_386",319.8224322,62.0038085,"UBC_386"
"ubc387","o","UBC_387",326.09916264,58.76238467,"Theia_2883,Theia_7321,UBC_387"
"ubc388","o","UBC_388",337.56440445,56.58608191,"UBC_388"
"ubc389","o","UBC_389",338.35108572,58.40157804,"UBC_389"
"ubc391","o","UBC_391",338.95586696,59.05381877,"UBC_391"
"ubc393","o","UBC_393",345.64387432,56.92602121,"UBC_393"
"ubc395","o","UBC_395",345.59529216,57.20642842,"UBC_395"
"ubc396","o","UBC_396",337.25269183,66.49821957,"UBC_396"
"ubc397","o","UBC_397",347.72047447,58.6336762,"UBC_397"
"ubc398","o","UBC_398",351.93061376,60.42742973,"UBC_398"
"ubc400","o","UBC_400",353.33577174,61.05388421,"UBC_400"
"ubc405","o","UBC_405",358.58506383,62.54350309,"UBC_405"
"ubc406","o","UBC_406",0.64363916,60.94582242,"OC_0214,UBC_406"
"ubc407","o","UBC_407",4.636294,63.36640988,"UBC_407"
"ubc412","o","UBC_412",12.92854273,63.81819472,"UBC_412"
"ubc413","o","UBC_413",17.64967767,60.46324129,"UBC_413"
"ubc415","o","UBC_415",42.50901186,72.89683611,"UBC_415"
"ubc416","o","UBC_416",33.31265223,63.85942388,"UBC_416"
"ubc417","o","UBC_417",29.24124711,54.43152463,"UBC_417"
"ubc418","o","UBC_418",34.64534065,59.62225476,"ASCC_8,MWSC_180,Stock_2,UBC_418"
"ubc419","o","UBC_419",34.89051235,58.88350021,"UBC_419"
"ubc422","o","UBC_422",40.55722738,58.18436655,"UBC_422"
"ubc423","o","UBC_423",48.2706804,58.92869251,"UBC_423"
"ubc424","o","UBC_424",50.95848429,51.23802329,"UBC_424"
"ubc425","o","UBC_425",59.20638022,48.64800785,"UBC_425"
"ubc426","o","UBC_426",62.52725903,50.06704878,"Theia_2248,UBC_426"
"ubc427","o","UBC_427",71.79470823,49.02706776,"OC_0275,UBC_427"
"ubc428","o","UBC_428",66.7790537,44.7080515,"UBC_428"
"ubc429","o","UBC_429",72.57165592,44.76290302,"UBC_429"
"ubc432","o","UBC_432",79.05628167,39.53653555,"UBC_432"
"ubc433","o","UBC_433",87.69422702,28.74143322,"UBC_433"
"ubc436","o","UBC_436",94.88881495,26.2281763,"UBC_436"
"ubc437","o","UBC_437",89.52323659,22.09183471,"Basel_11B,Basel_11b,FSR_877,MWSC_696,OCL_469.1,UBC_437"
"ubc438","o","UBC_438",94.68667611,15.2844404,"UBC_438"
"ubc439","o","UBC_439",94.47029741,10.7526146,"UBC_439"
"ubc440","o","UBC_440",113.10069823,5.99237247,"UBC_440"
"ubc441","o","UBC_441",100.02175388,-3.61774856,"LISC_3106,UBC_441"
"ubc442","o","UBC_442",100.58384038,-4.60498778,"UBC_442"
"ubc443","o","UBC_443",98.64344132,-6.83413858,"UBC_443"
"ubc444","o","UBC_444",105.30547886,-6.85240017,"Theia_2471,Theia_2836,UBC_444"
"ubc445","o","UBC_445",108.51357049,-6.56824978,"UBC_445"
"ubc447","o","UBC_447",106.38225248,-9.04648919,"UBC_447"
"ubc448","o","UBC_448",113.51744481,-8.07335347,"UBC_448"
"ubc449","o","UBC_449",115.20398306,-12.89156795,"UBC_449"
"ubc451","o","UBC_451",100.73872258,-23.74103537,"UBC_451"
"ubc452","o","UBC_452",111.19611574,-19.25935688,"UBC_452"
"ubc453","o","UBC_453",109.52273603,-20.28593721,"UBC_453"
"ubc454","o","UBC_454",109.26568093,-20.66140904,"UBC_454"
"ubc455","o","UBC_455",115.38259936,-17.57666746,"UBC_455"
"ubc456","o","UBC_456",110.2197721,-20.77038219,"UBC_456"
"ubc457","o","UBC_457",109.84505921,-21.41750632,"LISC_1024,UBC_457"
"ubc458","o","UBC_458",115.33152115,-18.69621613,"UBC_458"
"ubc459","o","UBC_459",115.08565964,-19.73403647,"UBC_459"
"ubc460","o","UBC_460",113.84239422,-21.34924939,"Theia_3849,UBC_460"
"ubc461","o","UBC_461",119.19811414,-23.82139865,"Theia_3748,UBC_461"
"ubc463","o","UBC_463",116.55717109,-26.20628989,"Theia_2472,UBC_463"
"ubc466","o","UBC_466",116.36232552,-27.24478104,"Theia_6920,UBC_466"
"ubc467","o","UBC_467",123.18063542,-25.65755167,"UBC_467"
"ubc471","o","UBC_471",121.55690407,-33.05500236,"UBC_471"
"ubc472","o","UBC_472",120.7589343,-35.06343475,"OC_0441,UBC_472"
"ubc474","o","UBC_474",124.94064759,-33.21809498,"UBC_474"
"ubc475","o","UBC_475",123.87594315,-33.90020796,"Theia_4338,Theia_5865,UBC_475"
"ubc476","o","UBC_476",126.60143183,-33.83348389,"UBC_476"
"ubc478","o","UBC_478",119.40450523,-44.64953137,"UBC_478"
"ubc481","o","UBC_481",130.88587417,-45.85235402,"FoF_2219,LP_2219,Theia_2474,Theia_4386,UBC_481"
"ubc482","o","UBC_482",130.94079818,-45.87619022,"Theia_2474,Theia_2626,Theia_4364,Theia_4386,UBC_482"
"ubc483","o","UBC_483",133.75237847,-47.41620542,"UBC_483"
"ubc484","o","UBC_484",138.02295571,-44.81439303,"FoF_2149,LP_2149,Theia_2565,Theia_2915,Theia_3374,Theia_3404,UBC_484"
"ubc485","o","UBC_485",138.18113542,-44.92634791,"FoF_2149,LP_2149,Theia_2565,Theia_2915,Theia_3374,Theia_3590,UBC_485"
"ubc486","o","UBC_486",139.72178322,-50.54156644,"UBC_486"
"ubc487","o","UBC_487",139.6812462,-51.58770975,"UBC_487"
"ubc488","o","UBC_488",139.7704776,-53.5766607,"UBC_488"
"ubc490","o","UBC_490",140.56133408,-53.89782277,"UBC_490"
"ubc493","o","UBC_493",141.18848071,-57.33567587,"UBC_493"
"ubc494","o","UBC_494",143.87975186,-57.31336166,"UBC_494"
"ubc495","o","UBC_495",144.95184187,-57.27421242,"UBC_495"
"ubc496","o","UBC_496",159.79500798,-54.25520581,"UBC_496"
"ubc498","o","UBC_498",155.11630997,-59.6799485,"OC_0541,Theia_3949,UBC_498"
"ubc499","o","UBC_499",158.66540064,-59.76652893,"UBC_499"
"ubc500","o","UBC_500",162.77228431,-55.83503512,"UBC_500"
"ubc502","o","UBC_502",159.5921234,-59.53472804,"UBC_502"
"ubc503","o","UBC_503",156.26411828,-62.32377393,"UBC_503"
"ubc504","o","UBC_504",159.7400737,-61.1181894,"UBC_504"
"ubc505","o","UBC_505",160.95278668,-60.11478367,"Collinder_228,UBC_505"
"ubc506","o","UBC_506",159.24582031,-62.02821204,"UBC_506"
"ubc507","o","UBC_507",162.61086843,-61.44759927,"UBC_507"
"ubc510","o","UBC_510",163.21961871,-62.74657728,"UBC_510"
"ubc511","o","UBC_511",151.96276388,-70.74594149,"Theia_5091,UBC_511"
"ubc512","o","UBC_512",166.42102794,-60.45382589,"UBC_512"
"ubc513","o","UBC_513",171.3588212,-61.44806536,"UBC_513"
"ubc514","m","UBC_514",158.68945643,-73.08650428,"UBC_514"
"ubc515","o","UBC_515",179.33497869,-62.97290311,"UBC_515"
"ubc516","o","UBC_516",182.53694889,-62.32711388,"OC_0581,UBC_516"
"ubc517","o","UBC_517",182.46443169,-63.9660026,"Theia_2739,Theia_3053,Theia_3059,Theia_4856,UBC_517"
"ubc518","o","UBC_518",184.50094547,-62.93524895,"UBC_518"
"ubc519","o","UBC_519",185.44641988,-60.38852997,"UBC_519"
"ubc520","o","UBC_520",186.07317549,-66.67359113,"UBC_520"
"ubc521","o","UBC_521",187.58542486,-64.1680828,"UBC_521"
"ubc522","o","UBC_522",190.82963401,-61.65650775,"UBC_522"
"ubc523","o","UBC_523",191.64336431,-66.20863679,"UBC_523"
"ubc524","o","UBC_524",192.61795896,-60.98380652,"LISC_0672,UBC_524"
"ubc525","o","UBC_525",196.14359528,-63.95390062,"UBC_525"
"ubc527","o","UBC_527",204.56131258,-66.64013057,"UBC_527"
"ubc528","o","UBC_528",204.62909921,-61.62120411,"UBC_528"
"ubc529","o","UBC_529",205.39958489,-61.92522673,"UBC_529"
"ubc531","o","UBC_531",211.83497319,-63.06610005,"UBC_531"
"ubc532","o","UBC_532",226.48072294,-62.22693508,"UBC_532"
"ubc533","o","UBC_533",230.32797306,-53.17192183,"Theia_2324,UBC_533"
"ubc534","o","UBC_534",238.57810367,-57.90009429,"Theia_2008,Theia_4657,Theia_6192,UBC_534"
"ubc535","o","UBC_535",237.60013687,-56.74716982,"UBC_535"
"ubc536","o","UBC_536",237.63868188,-55.62675271,"UBC_536"
"ubc537","o","UBC_537",242.88612585,-53.0391537,"LISC_1753,OC_0643,UBC_537"
"ubc538","o","UBC_538",242.59315797,-52.33490235,"UBC_538"
"ubc541","o","UBC_541",243.02820601,-50.22793817,"UBC_541"
"ubc542","o","UBC_542",244.56735848,-49.48971223,"UBC_542"
"ubc545","o","UBC_545",248.53032838,-48.88299252,"UBC_545"
"ubc546","o","UBC_546",253.70725257,-48.44660844,"Theia_2688,UBC_546"
"ubc548","o","UBC_548",250.33840767,-46.09008103,"ESO_277-6,MWSC_2446,OCL_983,Ruprecht_121,UBC_548"
"ubc549","o","UBC_549",252.19986063,-46.89292194,"UBC_549"
"ubc550","o","UBC_550",252.62170528,-45.08031449,"OC_0669,UBC_550"
"ubc552","o","UBC_552",254.73034318,-42.06659704,"UBC_552"
"ubc554","o","UBC_554",256.14134307,-41.66349221,"Theia_1704,UBC_554"
"ubc555","o","UBC_555",256.58621546,-41.58248499,"Theia_1662,Theia_1704,UBC_555"
"ubc556","o","UBC_556",259.28858625,-41.52161938,"LISC_3180,UBC_556"
"ubc557","o","UBC_557",256.19930961,-38.92151381,"UBC_557"
"ubc558","o","UBC_558",259.37186017,-40.27691862,"Theia_2496,UBC_558"
"ubc559","o","UBC_559",259.11067481,-39.74719455,"Theia_1699,Theia_1766,Theia_2037,UBC_559"
"ubc560","o","UBC_560",254.82596988,-36.06768472,"UBC_560"
"ubc561","o","UBC_561",261.2034672,-37.48962962,"UBC_561"
"ubc562","o","UBC_562",262.77819654,-37.89335929,"UBC_562"
"ubc563","o","UBC_563",256.74604189,-30.68685803,"UBC_563"
"ubc564","o","UBC_564",264.00984969,-34.63558101,"UBC_564"
"ubc565","o","UBC_565",263.90201955,-33.93605127,"Theia_1980,UBC_565"
"ubc566","o","UBC_566",263.68019235,-33.09909825,"UBC_566"
"ubc572","o","UBC_572",280.41949658,-21.98614981,"UBC_572"
"ubc573","o","UBC_573",275.02937757,-9.47673971,"UBC_573"
"ubc575","o","UBC_575",290.93371423,-5.09339179,"UBC_575"
"ubc576","o","UBC_576",284.69362314,0.43235452,"UBC_576"
"ubc580","o","UBC_580",303.20826273,35.90171306,"UBC_580"
"ubc582","o","UBC_582",299.86143303,38.55893693,"Theia_1876,UBC_582"
"ubc583","o","UBC_583",303.739297,36.638675,"UBC_583"
"ubc584","o","UBC_584",304.21011516,41.96859383,"UBC_584"
"ubc585","o","UBC_585",306.96449691,40.55470907,"UBC_585"
"ubc586","o","UBC_586",301.07185267,46.71819232,"UBC_586"
"ubc587","o","UBC_587",311.59644017,43.7266414,"UBC_587"
"ubc588","o","UBC_588",311.55568603,45.39830048,"UBC_588"
"ubc589","o","UBC_589",316.90918863,45.30457913,"UBC_589"
"ubc590","o","UBC_590",313.84187146,47.55955445,"UBC_590"
"ubc591","o","UBC_591",325.00948955,49.31300964,"UBC_382,UBC_591"
"ubc592","o","UBC_592",332.22323334,52.96708851,"UBC_592"
"ubc593","o","UBC_593",346.35530853,55.13230418,"UBC_593"
"ubc594","o","UBC_594",359.46131658,61.44470454,"UBC_594"
"ubc596","o","UBC_596",3.41441784,53.82733174,"UBC_596"
"ubc597","o","UBC_597",1.86861277,62.98041818,"UBC_597"
"ubc600","o","UBC_600",20.37763981,64.54340354,"UBC_600"
"ubc602","o","UBC_602",24.63929394,60.5251661,"UBC_186,UBC_602"
"ubc604","o","UBC_604",32.43093237,65.41992977,"UBC_604"
"ubc607","o","UBC_607",47.7466209,50.27847005,"UBC_607"
"ubc608","o","UBC_608",61.34061809,55.9253069,"UBC_608"
"ubc612","o","UBC_612",79.82561996,40.14068777,"CWWL_2942,UBC_612"
"ubc613","o","UBC_613",79.94932549,38.9821308,"UBC_613"
"ubc614","o","UBC_614",80.11907531,30.23444752,"UBC_614"
"ubc616","o","UBC_616",106.97781647,19.93396366,"UBC_616"
"ubc617","o","UBC_617",94.77164872,10.1222302,"UBC_617"
"ubc618","o","UBC_618",96.23774806,7.61774307,"UBC_618"
"ubc620","o","UBC_620",97.93935407,2.45430145,"LISC-III_1682,Theia_1775,UBC_620"
"ubc626","o","UBC_626",106.44590163,-2.29873423,"UBC_626"
"ubc628","o","UBC_628",107.14152719,-6.21213577,"UBC_628"
"ubc630","o","UBC_630",112.83633638,-12.78224488,"MWSC_1257,OCL_586,Ruprecht_24,UBC_630"
"ubc632","o","UBC_632",121.58675794,-9.64024997,"UBC_632"
"ubc634","o","UBC_634",109.94074211,-18.98814723,"UBC_634"
"ubc636","o","UBC_636",118.82257078,-24.30109357,"Collinder_166,ESO_494-3,MWSC_1382,NGC_2482,OCL_653,UBC_636"
"ubc637","o","UBC_637",123.75260191,-22.19260637,"UBC_637,UBC_638"
"ubc640","o","UBC_640",120.62366176,-27.83003896,"UBC_640"
"ubc643","o","UBC_643",120.50471334,-34.39832056,"UBC_643"
"ubc647","o","UBC_647",116.41333049,-48.2754173,"UBC_647"
"ubc648","o","UBC_648",142.55469979,-34.14185158,"UBC_648"
"ubc650","o","UBC_650",145.12172937,-49.68433253,"UBC_650"
"ubc651","o","UBC_651",148.42371065,-55.7409034,"UBC_651"
"ubc652","o","UBC_652",162.16069053,-54.70858133,"UBC_652"
"ubc654","o","UBC_654",159.26626725,-59.88992053,"UBC_654"
"ubc659","o","UBC_659",167.3097955,-60.67063956,"DSH_J1108.6-6042,FSR_1570,MWSC_1898,Teutsch_143a,UBC_659,Wray_1,Wray_15-751"
"ubc660","o","UBC_660",168.53219228,-59.71075048,"UBC_660"
"ubc661","o","UBC_661",168.35842452,-61.21405208,"UBC_661"
"ubc662","o","UBC_662",178.89764833,-61.53289904,"UBC_662"
"ubc664","o","UBC_664",226.11608556,-60.8499387,"Theia_2140,Theia_2943,Theia_4020,UBC_664"
"ubc665","o","UBC_665",242.17964846,-51.42632213,"UBC_665"
"ubc668","o","UBC_668",250.67246263,-48.01292403,"UBC_668"
"ubc669","o","UBC_669",251.811137,-46.67177279,"LISC_1757,UBC_669"
"ubc670","o","UBC_670",253.10676955,-44.42315377,"Theia_2612,UBC_670"
"ubc671","o","UBC_671",253.9949936,-43.21663642,"UBC_671"
"ubc1004","o","UBC_1004",270.54556529,-25.07846647,"UBC_1004"
"ubc1006","o","UBC_1006",272.4537492,-21.461423,"UBC_1006"
"ubc1007","o","UBC_1007",270.83098862,-19.3333189,"CWNU_179,UBC_1007"
"ubc1008","o","UBC_1008",273.3144303,-19.02049838,"UBC_1008"
"ubc1010","o","UBC_1010",274.48426017,-18.54998841,"UBC_1010"
"ubc1011","o","UBC_1011",274.10699059,-18.09617406,"UBC_1011"
"ubc1012","o","UBC_1012",273.0375765,-15.98595334,"UBC_1012"
"ubc1016","o","UBC_1016",278.3050147,-14.29696424,"UBC_1016"
"ubc1017","o","UBC_1017",275.37280459,-12.64748948,"UBC_1017"
"ubc1018","o","UBC_1018",275.91320227,-12.9181301,"UBC_1018"
"ubc1019","o","UBC_1019",274.19645148,-11.99928618,"UBC_1019"
"ubc1020","o","UBC_1020",277.24988912,-12.71001315,"CWNU_44,CWNU_506,OC_0032,UBC_1020"
"ubc1021","o","UBC_1021",280.89706166,-14.4266316,"CWNU_328,UBC_1021"
"ubc1024","o","UBC_1024",275.94898185,-11.52538885,"UBC_1024"
"ubc1025","o","UBC_1025",276.12819812,-10.56568079,"UBC_1025"
"ubc1026","o","UBC_1026",278.36642233,-10.72587767,"CWNU_400,UBC_1026"
"ubc1028","o","UBC_1028",278.25219536,-9.40371902,"UBC_1028"
"ubc1029","o","UBC_1029",281.00058502,-10.79603949,"UBC_1029"
"ubc1030","o","UBC_1030",280.74051526,-10.00803869,"CWNU_431,UBC_1030"
"ubc1031","o","UBC_1031",280.22645315,-9.664517,"CWNU_404,UBC_1031"
"ubc1032","o","UBC_1032",279.57477699,-9.27372827,"UBC_1032"
"ubc1033","o","UBC_1033",278.08928063,-6.8744608,"UBC_1033"
"ubc1034","o","UBC_1034",279.56382426,-6.98599361,"UBC_1034"
"ubc1036","o","UBC_1036",280.14763422,-6.50602758,"CWNU_432,UBC_1036"
"ubc1037","o","UBC_1037",280.38723247,-6.01036464,"CWNU_28,UBC_1037"
"ubc1038","o","UBC_1038",279.75380142,-5.37615091,"UBC_1038"
"ubc1042","o","UBC_1042",281.81805495,-4.74307912,"UBC_1042"
"ubc1043","o","UBC_1043",281.27339587,-4.1806155,"CWNU_497,UBC_1043"
"ubc1044","o","UBC_1044",283.46338253,-4.64921141,"CWNU_63,Salque_1,UBC_1044"
"ubc1045","o","UBC_1045",280.95403617,-2.87345531,"UBC_1045"
"ubc1046","o","UBC_1046",280.9105027,-1.01100516,"CWNU_387,UBC_1046"
"ubc1047","o","UBC_1047",282.19713965,-1.0077712,"UBC_1047"
"ubc1048","o","UBC_1048",282.9436631,-1.0061957,"UBC_1048"
"ubc1049","o","UBC_1049",283.8625935,-1.25118769,"UBC_1049"
"ubc1050","o","UBC_1050",283.36946665,-0.71198057,"UBC_1050"
"ubc1052","o","UBC_1052",280.09123302,7.65867915,"UBC_1052"
"ubc1053","o","UBC_1053",288.76003541,5.9690211,"UBC_1053"
"ubc1055","o","UBC_1055",285.40643497,11.73036171,"UBC_1055"
"ubc1056","o","UBC_1056",286.15698199,13.40868816,"CWNU_235,UBC_1056"
"ubc1057","o","UBC_1057",286.72151887,13.25030997,"FSR_0124,FSR_124,MWSC_3066,OC_0074,SAI_127,UBC_1057"
"ubc1058","o","UBC_1058",285.23211974,15.82722897,"CWNU_307,UBC_1058"
"ubc1060","o","UBC_1060",292.97180672,16.53911651,"CWNU_122,UBC_1060"
"ubc1061","o","UBC_1061",295.69575968,15.7060351,"UBC_1061"
"ubc1062","o","UBC_1062",293.35984774,18.26181181,"UBC_1062"
"ubc1063","o","UBC_1063",292.41746502,19.44177077,"UBC_1063"
"ubc1064","o","UBC_1064",297.67043042,19.71322575,"UBC_1064"
"ubc1065","o","UBC_1065",298.55132242,19.88932528,"UBC_1065"
"ubc1066","o","UBC_1066",295.82163398,22.14632401,"CWNU_412,UBC_1066"
"ubc1067","o","UBC_1067",294.65665865,23.95014628,"UBC_1067"
"ubc1068","o","UBC_1068",297.84207385,22.7292756,"UBC_1068"
"ubc1069","o","UBC_1069",294.96915157,24.78435976,"Theia_2395,UBC_1069"
"ubc1070","o","UBC_1070",298.40975285,27.55040373,"CWNU_370,UBC_1070"
"ubc1072","o","UBC_1072",297.87832944,29.84671323,"UBC_1072"
"ubc1073","o","UBC_1073",298.26542452,30.80654933,"CWNU_319,UBC_1073"
"ubc1074","o","UBC_1074",299.87708018,30.00560693,"UBC_1074"
"ubc1075","o","UBC_1075",298.7731014,30.62601808,"UBC_1075"
"ubc1076","o","UBC_1076",299.484981,30.5641734,"UBC_1076"
"ubc1077","o","UBC_1077",301.01505513,30.46443685,"UBC_1077"
"ubc1078","o","UBC_1078",299.83996089,31.17549146,"UBC_1078"
"ubc1080","o","UBC_1080",301.27615597,31.63324916,"UBC_1080"
"ubc1084","o","UBC_1084",300.91123105,32.67499075,"CWNU_456,UBC_1084"
"ubc1085","o","UBC_1085",301.55799065,32.44960254,"UBC_1085"
"ubc1086","o","UBC_1086",300.07679227,33.27425746,"UBC_1086"
"ubc1087","o","UBC_1087",302.04028267,32.36808537,"CWNU_67,UBC_1087"
"ubc1090","o","UBC_1090",302.49691021,34.33701171,"CWNU_376,UBC_1090"
"ubc1092","o","UBC_1092",301.62585941,36.36130399,"UBC_1092"
"ubc1093","o","UBC_1093",303.00801979,35.70911695,"MWSC_3276,OCL_151,Ruprecht_172,UBC_1093"
"ubc1097","o","UBC_1097",303.60342224,37.41609733,"CWNU_248,UBC_1097"
"ubc1099","o","UBC_1099",304.82995371,37.36254699,"UBC_1099"
"ubc1100","o","UBC_1100",304.06993854,37.91326416,"Dolidze_39,UBC_1100"
"ubc1102","o","UBC_1102",308.92735581,36.56874272,"CWNU_118,LISC_1351,UBC_1102"
